PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,SubArr,ExpNum,FileName,MVF_orig,MVF_norm,Experiment
10.0,Lac,132.0,0.66,4.21,555.699,1.1499030950208657,200.0,13,655,Data/H1N1_EGG/new_sheet2.csv,639.0,0.039956465800827075,Non-binder
10.0,Lac,132.0,0.66,4.234,558.869,1.2704229434804937,200.0,13,655,Data/H1N1_EGG/new_sheet2.csv,710.0,0.04414425103607823,Non-binder
10.0,Lac,132.0,0.66,4.172,550.69,1.5344386133759464,200.0,13,655,Data/H1N1_EGG/new_sheet2.csv,845.0,0.05331818328370705,Binder
10.0,Lac,84.0,0.28,8.765,736.296,0.373491095972272,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,275.0,0.012977949418301821,Non-binder
10.0,Lac,84.0,0.28,8.858,744.036,0.3924541285636717,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,292.0,0.01363687082350465,Non-binder
10.0,Lac,84.0,0.28,7.676,644.76,0.41565853961163846,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,268.0,0.014443170293852276,Non-binder
10.0,Lac,84.0,0.28,7.751,651.099,0.38550205114736774,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,251.0,0.013395302255916605,Non-binder
10.0,Lac,84.0,0.28,7.898,663.435,0.36778282725511924,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,244.0,0.012779600318480758,Non-binder
10.0,Lac,84.0,0.28,8.59,721.573,0.3215197907903982,300.0,13,656,Data/H1N1_EGG/new_sheet2.csv,232.0,0.011172067090377307,Non-binder
10.0,Lac,168.0,0.56,8.147,1368.649,1.576737351943413,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,2158.0,0.05478796635352167,Binder
10.0,Lac,168.0,0.56,8.457,1420.694,1.5231992251674182,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,2164.0,0.05292764060883224,Binder
10.0,Lac,168.0,0.56,7.926,1331.643,1.390763139970698,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,1852.0,0.04832579378202449,Non-binder
10.0,Lac,168.0,0.56,8.011,1345.797,1.6042538362026368,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,2159.0,0.0557441003677907,Binder
10.0,Lac,168.0,0.56,8.322,1398.137,1.5720920052898966,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,2198.0,0.05462655133037936,Binder
10.0,Lac,168.0,0.56,9.058,1521.662,2.0852199765782413,300.0,13,657,Data/H1N1_EGG/new_sheet2.csv,3173.0,0.07245655833271591,Binder
1.0,2-6 SiaLac,44.0,0.29,0.33,14.334,2.2324543044509557,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,32.0,0.16344204863423697,Binder
1.0,2-6 SiaLac,44.0,0.29,0.371,16.12,1.9851116625310172,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,32.0,0.14533364299771417,Binder
1.0,2-6 SiaLac,44.0,0.29,0.323,14.044,2.1361435488464826,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,30.0,0.1563909626746622,Binder
1.0,2-6 SiaLac,44.0,0.29,0.34,14.768,2.3699891657638137,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,35.0,0.1735112265102552,Binder
1.0,2-6 SiaLac,44.0,0.29,0.314,13.658,1.6839947283643286,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,23.0,0.12328832341355002,Binder
1.0,2-6 SiaLac,44.0,0.29,0.389,16.915,3.606266627253917,150.0,14,658,Data/H1N1_EGG/new_sheet2.csv,61.0,0.2640213527795454,Binder
1.0,2-6 SiaLac,60.0,0.4,0.219,13.114,1.9826140003050174,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,26.0,0.14515078459375946,Binder
1.0,2-6 SiaLac,60.0,0.4,0.223,13.38,2.0179372197309418,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,27.0,0.14773686187015397,Binder
1.0,2-6 SiaLac,60.0,0.4,0.221,13.247,2.944062806673209,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,39.0,0.2155402041023509,Binder
1.0,2-6 SiaLac,60.0,0.4,0.23,13.78,3.7735849056603774,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,52.0,0.27627102890603217,Binder
1.0,2-6 SiaLac,60.0,0.4,0.199,11.947,5.4406964091403704,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,65.0,0.39832330065341964,Binder
1.0,2-6 SiaLac,60.0,0.4,0.246,14.778,3.4510759236703206,150.0,14,659,Data/H1N1_EGG/new_sheet2.csv,51.0,0.2526595585102872,Binder
1.0,2-6 SiaLac,78.0,0.39,0.423,32.97,1.789505611161662,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,59.0,0.13101296745361884,Binder
1.0,2-6 SiaLac,78.0,0.39,0.426,33.208,1.7766803179956638,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,59.0,0.130074004364786,Binder
1.0,2-6 SiaLac,78.0,0.39,0.415,32.355,2.5652912996445685,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,83.0,0.1878096517010718,Binder
1.0,2-6 SiaLac,78.0,0.39,0.433,33.743,4.534273775301544,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,153.0,0.33196244752971205,Binder
1.0,2-6 SiaLac,78.0,0.39,0.41,32.018,3.373102629770754,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,108.0,0.24695099154508843,Binder
1.0,2-6 SiaLac,78.0,0.39,0.428,33.406,3.023408968448782,200.0,14,660,Data/H1N1_EGG/new_sheet2.csv,101.0,0.22134928122702363,Binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.558,2.521184956929757,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,72.0,0.18458054596004952,Binder
1.0,2-6 SiaLac,98.0,0.49,0.317,31.062,3.154980361856931,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,98.0,0.23098186274836313,Binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.512,3.96324354657688,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,113.0,0.29015628369076646,Binder
1.0,2-6 SiaLac,98.0,0.49,0.293,28.674,2.824858757062147,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,81.0,0.20681305836186026,Binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.512,3.1565656565656566,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,90.0,0.23109792506344232,Binder
1.0,2-6 SiaLac,98.0,0.49,0.323,31.685,2.7773394350639107,200.0,14,661,Data/H1N1_EGG/new_sheet2.csv,88.0,0.20333408218679724,Binder
1.0,2-6 SiaLac,105.0,0.35,0.29,30.495,2.3282505328742418,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,71.0,0.17045546512106888,Binder
1.0,2-6 SiaLac,105.0,0.35,0.281,29.457,3.326883253556031,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,98.0,0.24356718677019573,Binder
1.0,2-6 SiaLac,105.0,0.35,0.318,33.339,2.969495185818411,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,99.0,0.21740215493415382,Binder
1.0,2-6 SiaLac,105.0,0.35,0.323,33.892,2.773515873952555,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,94.0,0.20305415230878263,Binder
1.0,2-6 SiaLac,105.0,0.35,0.33,34.603,2.3119382712481578,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,80.0,0.1692612147157149,Binder
1.0,2-6 SiaLac,105.0,0.35,0.324,33.971,2.384386682758824,300.0,14,662,Data/H1N1_EGG/new_sheet2.csv,81.0,0.1745652949712396,Binder
1.0,2-6 SiaLac,141.0,0.47,0.205,28.868,0.20784259387557158,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,6.0,0.015216535124033226,Non-binder
1.0,2-6 SiaLac,141.0,0.47,0.224,31.579,1.8049969916716806,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,57.0,0.13214711965627843,Binder
1.0,2-6 SiaLac,141.0,0.47,0.186,26.233,2.9733541722258225,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,78.0,0.21768467836266098,Binder
1.0,2-6 SiaLac,141.0,0.47,0.249,35.154,0.08533879501621436,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,3.0,0.006247808726753586,Non-binder
1.0,2-6 SiaLac,141.0,0.47,0.22,30.994,1.5164225333935601,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,47.0,0.11102005759258667,Binder
1.0,2-6 SiaLac,141.0,0.47,0.241,33.918,1.8574208384928357,300.0,14,663,Data/H1N1_EGG/new_sheet2.csv,63.0,0.135985165032909,Binder
5.0,2-6 SiaLac,44.0,0.29,1.374,59.783,1.3047187327501129,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,78.0,0.09552083648340974,Binder
5.0,2-6 SiaLac,44.0,0.29,1.398,60.829,1.2987226487366224,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,79.0,0.09508185224395903,Binder
5.0,2-6 SiaLac,44.0,0.29,1.366,59.406,1.1278322055011278,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,67.0,0.08257065141949636,Binder
5.0,2-6 SiaLac,44.0,0.29,1.349,58.695,1.2437175227872903,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,73.0,0.09105482671756014,Binder
5.0,2-6 SiaLac,44.0,0.29,1.244,54.104,1.0165606979151265,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,55.0,0.07442426153898823,Binder
5.0,2-6 SiaLac,44.0,0.29,1.399,60.87,0.8707080663709545,150.0,14,664,Data/H1N1_EGG/new_sheet2.csv,53.0,0.06374612454386762,Binder
5.0,2-6 SiaLac,60.0,0.4,0.644,38.61,1.9684019684019685,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,76.0,0.14411029583443377,Binder
5.0,2-6 SiaLac,60.0,0.4,0.67,40.208,1.7160764027059292,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,69.0,0.1256370812660863,Binder
5.0,2-6 SiaLac,60.0,0.4,0.612,36.706,1.716340652754318,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,63.0,0.12565642749376688,Binder
5.0,2-6 SiaLac,60.0,0.4,0.652,39.143,1.6350305290856602,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,64.0,0.11970356513926642,Binder
5.0,2-6 SiaLac,60.0,0.4,0.578,34.664,1.6443572582506345,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,57.0,0.12038639198089128,Binder
5.0,2-6 SiaLac,60.0,0.4,0.659,39.542,1.669111324667442,150.0,14,665,Data/H1N1_EGG/new_sheet2.csv,66.0,0.1221986823015149,Binder
5.0,2-6 SiaLac,78.0,0.39,1.591,124.066,0.7899021488562539,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,98.0,0.057830176040894805,Binder
5.0,2-6 SiaLac,78.0,0.39,1.665,129.854,0.6930860812912963,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,90.0,0.05074209527168102,Binder
5.0,2-6 SiaLac,78.0,0.39,1.546,120.581,0.6054021777892039,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,73.0,0.044322596878340635,Non-binder
5.0,2-6 SiaLac,78.0,0.39,1.647,128.49,0.7315744415907852,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,94.0,0.05355989828040517,Binder
5.0,2-6 SiaLac,78.0,0.39,1.58,123.254,0.6652928099696561,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,82.0,0.04870729922053709,Non-binder
5.0,2-6 SiaLac,78.0,0.39,1.595,124.379,0.747714646363132,200.0,14,666,Data/H1N1_EGG/new_sheet2.csv,93.0,0.0547415520898959,Binder
5.0,2-6 SiaLac,98.0,0.49,0.702,68.79,1.4827736589620584,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,102.0,0.10855656216499562,Binder
5.0,2-6 SiaLac,98.0,0.49,0.363,35.548,3.0100146281084728,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,107.0,0.2203686571573799,Binder
5.0,2-6 SiaLac,98.0,0.49,0.745,73.005,1.5615368810355457,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,114.0,0.11432296121157774,Binder
5.0,2-6 SiaLac,98.0,0.49,0.723,70.828,1.6095329530694076,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,114.0,0.11783684112570215,Binder
5.0,2-6 SiaLac,98.0,0.49,0.724,70.944,1.6632837167343255,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,118.0,0.12177203250298299,Binder
5.0,2-6 SiaLac,98.0,0.49,0.666,65.315,1.561662711475159,200.0,14,667,Data/H1N1_EGG/new_sheet2.csv,102.0,0.11433217348740794,Binder
5.0,2-6 SiaLac,105.0,0.35,1.469,154.218,0.3242163690360399,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,50.0,0.02373647131336761,Non-binder
5.0,2-6 SiaLac,105.0,0.35,1.492,156.615,0.26178846215241197,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,41.0,0.0191660104655623,Non-binder
5.0,2-6 SiaLac,105.0,0.35,1.452,152.506,0.32785595320839833,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,50.0,0.024002931904350818,Non-binder
5.0,2-6 SiaLac,105.0,0.35,1.42,149.151,0.24136613230886816,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,36.0,0.01767085447475073,Non-binder
5.0,2-6 SiaLac,105.0,0.35,1.35,141.755,0.34566681951253925,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,49.0,0.025306897889632307,Non-binder
5.0,2-6 SiaLac,105.0,0.35,1.484,155.793,0.410801512263067,300.0,14,668,Data/H1N1_EGG/new_sheet2.csv,64.0,0.03007552746430395,Non-binder
5.0,2-6 SiaLac,141.0,0.47,0.374,52.677,1.2149514968582114,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,64.0,0.08894881352860462,Binder
5.0,2-6 SiaLac,141.0,0.47,0.381,53.762,1.3392358915218927,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,72.0,0.09804790059013975,Binder
5.0,2-6 SiaLac,141.0,0.47,0.385,54.255,1.0137314533222743,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,55.0,0.0742171273855943,Binder
5.0,2-6 SiaLac,141.0,0.47,0.359,50.578,1.1467436434813554,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,58.0,0.08395519226315223,Binder
5.0,2-6 SiaLac,141.0,0.47,0.35,49.382,0.972014094204366,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,48.0,0.07116292348800635,Binder
5.0,2-6 SiaLac,141.0,0.47,0.397,56.031,1.1243775766986133,300.0,14,669,Data/H1N1_EGG/new_sheet2.csv,63.0,0.0823177317482502,Binder
10.0,2-6 SiaLac,44.0,0.29,2.805,123.423,0.5428485776557044,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,67.0,0.039742933798616153,Non-binder
10.0,2-6 SiaLac,44.0,0.29,2.849,125.375,0.3589232303090728,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,45.0,0.02627742388597754,Non-binder
10.0,2-6 SiaLac,44.0,0.29,2.858,125.738,0.5089948941449681,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,64.0,0.03726444392503703,Non-binder
10.0,2-6 SiaLac,44.0,0.29,3.21,141.229,0.6939084748883019,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,98.0,0.050802304205861785,Binder
10.0,2-6 SiaLac,44.0,0.29,2.857,125.692,0.42962161474079497,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,54.0,0.03145338146934825,Non-binder
10.0,2-6 SiaLac,44.0,0.29,2.851,125.466,0.4064846253168189,150.0,14,670,Data/H1N1_EGG/new_sheet2.csv,51.0,0.02975948030275154,Non-binder
10.0,2-6 SiaLac,60.0,0.4,0.812,48.729,1.6622545096349197,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,81.0,0.12169668237534077,Binder
10.0,2-6 SiaLac,60.0,0.4,0.753,45.186,1.6155446377196476,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,73.0,0.11827696751620397,Binder
10.0,2-6 SiaLac,60.0,0.4,0.814,48.862,1.7395931398632885,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,85.0,0.12735878445639504,Binder
10.0,2-6 SiaLac,60.0,0.4,0.911,54.631,1.7389394299939596,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,95.0,0.12731092516537057,Binder
10.0,2-6 SiaLac,60.0,0.4,0.825,49.528,1.3123889517040865,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,65.0,0.09608238719323219,Binder
10.0,2-6 SiaLac,60.0,0.4,0.896,53.788,1.2270394883617164,150.0,14,671,Data/H1N1_EGG/new_sheet2.csv,66.0,0.08983379741887601,Binder
10.0,2-6 SiaLac,78.0,0.39,2.569,200.348,0.4542096751652125,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,91.0,0.03325351818869649,Non-binder
10.0,2-6 SiaLac,78.0,0.39,2.488,194.044,0.4689658015707777,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,91.0,0.03433384109825073,Non-binder
10.0,2-6 SiaLac,78.0,0.39,2.337,182.267,0.5102404713963581,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,93.0,0.03735563490587524,Non-binder
10.0,2-6 SiaLac,78.0,0.39,2.372,184.982,0.8217015709636614,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,152.0,0.06015826969291594,Binder
10.0,2-6 SiaLac,78.0,0.39,2.523,196.772,1.0773890594190232,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,212.0,0.07887761675411588,Binder
10.0,2-6 SiaLac,78.0,0.39,2.458,191.702,0.41209794368342534,200.0,14,672,Data/H1N1_EGG/new_sheet2.csv,79.0,0.030170441571542205,Non-binder
10.0,2-6 SiaLac,98.0,0.49,0.372,36.408,2.4170511975390023,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,88.0,0.1769567236346042,Binder
10.0,2-6 SiaLac,98.0,0.49,0.345,33.785,2.545508361698979,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,86.0,0.1863613067565036,Binder
10.0,2-6 SiaLac,98.0,0.49,0.356,34.887,3.0097170865938603,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,105.0,0.2203468736007781,Binder
10.0,2-6 SiaLac,98.0,0.49,0.379,37.127,2.9358687747461416,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,109.0,0.21494030409003526,Binder
10.0,2-6 SiaLac,98.0,0.49,0.394,38.619,3.67694658069862,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,142.0,0.269195960996763,Binder
10.0,2-6 SiaLac,98.0,0.49,0.346,33.957,5.71310775392408,200.0,14,673,Data/H1N1_EGG/new_sheet2.csv,194.0,0.4182670317183236,Binder
10.0,2-6 SiaLac,105.0,0.35,5.494,576.859,0.0017335258702733248,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,1.0,0.00012691458859114362,Non-binder
10.0,2-6 SiaLac,105.0,0.35,5.6,588.02,0.003401244855617156,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,2.0,0.00024901133519301564,Non-binder
10.0,2-6 SiaLac,105.0,0.35,4.967,521.569,0.019172918635885185,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,10.0,0.0014036843190469244,Non-binder
10.0,2-6 SiaLac,105.0,0.35,5.53,580.693,0.006888321367745091,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,4.0,0.000504306562401121,Non-binder
10.0,2-6 SiaLac,105.0,0.35,5.543,581.971,0.0,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,105.0,0.35,5.31,557.594,0.028694713357747748,300.0,14,674,Data/H1N1_EGG/new_sheet2.csv,16.0,0.0021007922656297883,Non-binder
10.0,2-6 SiaLac,141.0,0.47,1.743,245.716,0.13023164954663108,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,32.0,0.009534496431340056,Non-binder
10.0,2-6 SiaLac,141.0,0.47,2.096,295.467,0.15907021765544038,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,47.0,0.011645820565493376,Non-binder
10.0,2-6 SiaLac,141.0,0.47,2.286,322.374,0.22954704783884555,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,74.0,0.016805557758526712,Non-binder
10.0,2-6 SiaLac,141.0,0.47,1.884,265.653,0.28232318099174486,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,75.0,0.020669394659602523,Non-binder
10.0,2-6 SiaLac,141.0,0.47,2.054,289.581,0.2486350969158888,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,72.0,0.01820302862248246,Non-binder
10.0,2-6 SiaLac,141.0,0.47,1.406,198.265,0.47411292966484253,300.0,14,675,Data/H1N1_EGG/new_sheet2.csv,94.0,0.03471067172748222,Non-binder
1.0,2-3 SiaLac,51.0,0.34,0.295,15.058,10.891220613627308,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,164.0,0.7973661121168919,Binder
1.0,2-3 SiaLac,51.0,0.34,0.291,14.862,13.658996097429686,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,203.0,1.0,Binder
1.0,2-3 SiaLac,51.0,0.34,0.282,14.371,9.533087467817131,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,137.0,0.6979347090970355,Binder
1.0,2-3 SiaLac,51.0,0.34,0.287,14.616,8.41543513957307,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,123.0,0.6161093450459851,Binder
1.0,2-3 SiaLac,51.0,0.34,0.281,14.322,8.518363357073035,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,122.0,0.6236449074523126,Binder
1.0,2-3 SiaLac,51.0,0.34,0.28,14.273,10.509353324458768,150.0,14,676,Data/H1N1_EGG/new_sheet2.csv,150.0,0.7694089118625922,Binder
1.0,2-3 SiaLac,87.0,0.58,0.184,15.981,7.19604530379826,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,115.0,0.526835592635713,Binder
1.0,2-3 SiaLac,87.0,0.58,0.194,16.874,9.06720398245822,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,153.0,0.6638265299866704,Binder
1.0,2-3 SiaLac,87.0,0.58,0.189,16.483,6.1881938967420975,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,102.0,0.4530489541545865,Binder
1.0,2-3 SiaLac,87.0,0.58,0.198,17.233,4.294086926246155,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,74.0,0.31437793053138113,Binder
1.0,2-3 SiaLac,87.0,0.58,0.185,16.065,4.357298474945534,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,70.0,0.31900576322483015,Binder
1.0,2-3 SiaLac,87.0,0.58,0.208,18.112,3.4231448763250887,150.0,14,677,Data/H1N1_EGG/new_sheet2.csv,62.0,0.2506146756253373,Binder
1.0,2-3 SiaLac,74.0,0.37,0.434,32.103,9.56296919291032,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,307.0,0.7001224046553358,Binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.869,11.439350147555448,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,376.0,0.8374956743496014,Binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.836,9.745401388719698,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,320.0,0.7134785982224244,Binder
1.0,2-3 SiaLac,74.0,0.37,0.481,35.575,8.011243851018973,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,285.0,0.5865177641076058,Binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.852,8.005600876658956,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,263.0,0.5861046316694848,Binder
1.0,2-3 SiaLac,74.0,0.37,0.491,36.309,7.931917706353797,200.0,14,678,Data/H1N1_EGG/new_sheet2.csv,288.0,0.5807101524720697,Binder
1.0,2-3 SiaLac,104.0,0.52,0.252,26.196,6.41319285387082,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,168.0,0.4695215379026016,Binder
1.0,2-3 SiaLac,104.0,0.52,0.287,29.87,8.670907264814195,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,259.0,0.6348129249737369,Binder
1.0,2-3 SiaLac,104.0,0.52,0.26,27.068,7.721294517511453,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,209.0,0.5652900449224395,Binder
1.0,2-3 SiaLac,104.0,0.52,0.261,27.121,7.484974742819218,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,203.0,0.5479886434865971,Binder
1.0,2-3 SiaLac,104.0,0.52,0.254,26.408,6.399575886095122,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,169.0,0.46852461487263897,Binder
1.0,2-3 SiaLac,104.0,0.52,0.295,30.69,6.647116324535679,200.0,14,679,Data/H1N1_EGG/new_sheet2.csv,204.0,0.48664750155295206,Binder
1.0,2-3 SiaLac,108.0,0.36,0.316,34.162,7.230255839822025,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,247.0,0.5293402083321919,Binder
1.0,2-3 SiaLac,108.0,0.36,0.346,37.326,8.06408401650324,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,301.0,0.5903862889323703,Binder
1.0,2-3 SiaLac,108.0,0.36,0.319,34.455,9.548686692787694,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,329.0,0.6990767567892153,Binder
1.0,2-3 SiaLac,108.0,0.36,0.316,34.162,9.103682454188865,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,311.0,0.6664971853899258,Binder
1.0,2-3 SiaLac,108.0,0.36,0.334,36.041,6.631336533392526,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,239.0,0.48549223428216615,Binder
1.0,2-3 SiaLac,108.0,0.36,0.335,36.134,6.918691537056512,300.0,14,680,Data/H1N1_EGG/new_sheet2.csv,250.0,0.5065300178509059,Binder
1.0,2-3 SiaLac,138.0,0.46,0.214,29.543,6.735944216904174,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,199.0,0.4931507534563046,Binder
1.0,2-3 SiaLac,138.0,0.46,0.2,27.631,8.215410227642865,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,227.0,0.6014651566661491,Binder
1.0,2-3 SiaLac,138.0,0.46,0.218,30.026,8.292812895490576,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,249.0,0.6071319470580342,Binder
1.0,2-3 SiaLac,138.0,0.46,0.202,27.811,9.240947826399626,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,257.0,0.6765466334775924,Binder
1.0,2-3 SiaLac,138.0,0.46,0.22,30.316,6.300303470114791,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,191.0,0.4612567003588474,Binder
1.0,2-3 SiaLac,138.0,0.46,0.219,30.241,6.911147118150855,300.0,14,681,Data/H1N1_EGG/new_sheet2.csv,209.0,0.5059776771919114,Binder
5.0,2-3 SiaLac,51.0,0.34,1.256,64.074,3.558385616630771,150.0,14,682,Data/H1N1_EGG/new_sheet2.csv,228.0,0.2605158967210173,Binder
5.0,2-3 SiaLac,51.0,0.34,1.246,63.57,2.9573698285354726,150.0,14,682,Data/H1N1_EGG/new_sheet2.csv,188.0,0.216514435427065,Binder
5.0,2-3 SiaLac,51.0,0.34,1.242,63.341,3.299600574667277,150.0,14,682,Data/H1N1_EGG/new_sheet2.csv,209.0,0.2415697721216999,Binder
