PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status
10.0,2-3 SiaLac,116.0,1.72,0.139,16.157,389.861979,200.0,6299.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.138,15.998,422.177772,200.0,6754.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.133,15.401,478.670216,200.0,7372.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.139,16.159,408.007921,200.0,6593.0,True binder
10.0,2-3 SiaLac,147.0,2.04,0.538,79.013,34.563933,300.0,2731.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.582,85.59,12.618297,300.0,1080.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.531,78.021,20.661104,300.0,1612.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.533,78.398,19.821934,300.0,1554.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.597,87.781,16.939884,300.0,1487.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.569,83.592,21.98775,300.0,1838.0,True non-binder
1.0,2-6 SiaLac,62.0,2.44,0.023,1.433,401.953943,150.0,576.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.025,1.526,505.242464,150.0,771.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.021,1.293,533.642691,150.0,690.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.022,1.324,517.371601,150.0,685.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.021,1.277,819.890368,150.0,1047.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.023,1.444,402.354571,150.0,581.0,True binder
1.0,2-6 SiaLac,110.0,1.82,0.044,4.862,44.837515,200.0,218.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.045,4.956,66.182405,200.0,328.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.043,4.692,60.315431,200.0,283.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.043,4.768,87.667785,200.0,418.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.045,4.956,81.517353,200.0,404.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.048,5.243,107.38127,200.0,563.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.023,2.711,0.0,300.0,0.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.021,2.565,182.066277,300.0,467.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.02,2.44,139.344262,300.0,340.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.022,2.586,196.055684,300.0,507.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.02,2.44,91.393443,300.0,223.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.023,2.736,54.824561,300.0,150.0,False binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,109.335576,150.0,390.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.06,3.678,132.408918,150.0,487.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.582,53.322166,150.0,191.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.064,3.93,130.025445,150.0,511.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,163.723017,150.0,584.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.064,3.914,176.034747,150.0,689.0,False non-binder
5.0,2-6 SiaLac,110.0,1.82,0.11,12.061,78.849183,200.0,951.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.097,10.707,33.809657,200.0,362.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.104,11.478,27.879422,200.0,320.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.098,10.812,43.932667,200.0,475.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.107,11.723,17.231084,200.0,202.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.09,9.883,103.409896,200.0,1022.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.046,5.464,37.884334,300.0,207.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.045,5.359,60.459041,300.0,324.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.044,5.234,189.912113,300.0,994.0,False non-binder
5.0,2-6 SiaLac,120.0,2.5,0.044,5.255,143.482398,300.0,754.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.04,4.821,131.30056,300.0,633.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.043,5.172,58.584687,300.0,303.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.071,4.412,31.278332,150.0,138.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.081,5.04,109.722222,150.0,553.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.067,4.145,120.386007,150.0,499.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.076,4.707,113.448056,150.0,534.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.079,4.877,134.098831,150.0,654.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.066,4.098,182.284041,150.0,747.0,False non-binder
10.0,2-6 SiaLac,110.0,1.82,0.123,13.493,85.525828,200.0,1154.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.136,14.93,75.083724,200.0,1121.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.132,14.509,78.089462,200.0,1133.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.128,14.036,100.45597,200.0,1410.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.127,13.966,113.919519,200.0,1591.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.124,13.685,83.229814,200.0,1139.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.059,7.037,96.20577,300.0,677.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.068,8.112,86.291913,300.0,700.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.065,7.82,113.682864,300.0,889.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.059,7.135,120.112123,300.0,857.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.061,7.361,133.541638,300.0,983.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.07,8.343,101.642095,300.0,848.0,True non-binder
1.0,2-3 SiaLac,60.0,2.5,0.029,1.738,405.063291,150.0,704.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.03,1.794,642.697882,150.0,1153.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.032,1.93,649.222798,150.0,1253.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.029,1.752,767.123288,150.0,1344.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.046,5.346,456.0419,200.0,2438.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.049,5.684,366.115412,200.0,2081.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.045,5.227,403.290606,200.0,2108.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.05,5.829,321.83908,200.0,1876.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.231,674.248578,300.0,830.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.172,687.713311,300.0,806.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.231,1274.573517,300.0,1569.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.211,1319.570603,300.0,1598.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.009,1.375,1176.727273,300.0,1618.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.01,1.418,1150.916784,300.0,1632.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.084,5.014,415.83566,150.0,2085.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.081,4.86,491.152263,150.0,2387.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.074,4.465,453.7514,150.0,2026.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.081,4.889,377.786868,150.0,1847.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.077,4.606,375.814155,150.0,1731.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.078,4.677,505.666025,150.0,2365.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.101,11.744,160.166894,200.0,1881.0,False binder
5.0,2-3 SiaLac,116.0,1.72,0.097,11.273,257.163133,200.0,2899.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.09,10.493,202.32536,200.0,2123.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.099,11.444,238.465571,200.0,2729.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.092,10.711,225.935954,200.0,2420.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.093,10.771,216.321604,200.0,2330.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.042,6.121,338.016664,300.0,2069.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.042,6.143,290.411851,300.0,1784.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.042,6.121,332.462016,300.0,2035.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.038,5.6,363.392857,300.0,2035.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.039,5.679,405.00088,300.0,2300.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.038,5.62,340.925267,300.0,1916.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.087,5.197,761.015971,150.0,3955.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.086,5.145,825.655977,150.0,4248.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.094,5.637,751.995742,150.0,4239.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.093,5.577,1045.006276,150.0,5828.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.156,18.152,142.849273,200.0,2593.0,False binder
10.0,2-3 SiaLac,116.0,1.72,0.152,17.616,207.708901,200.0,3659.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.136,15.799,269.574024,200.0,4259.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.15,17.402,257.269279,200.0,4477.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.138,15.958,383.820028,200.0,6125.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.157,18.195,336.136301,200.0,6116.0,True binder
10.0,2-3 SiaLac,147.0,2.04,0.604,88.811,7.228834,300.0,642.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.598,87.931,10.223926,300.0,899.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.592,87.05,12.199885,300.0,1062.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.573,84.237,16.394221,300.0,1381.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.604,88.726,11.507337,300.0,1021.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.606,89.155,15.702989,300.0,1400.0,True non-binder
1.0,2-6 SiaLac,62.0,2.44,0.024,1.448,702.348066,150.0,1017.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.022,1.376,614.825581,150.0,846.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.022,1.376,453.488372,150.0,624.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.021,1.318,430.197269,150.0,567.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.022,1.371,393.143691,150.0,539.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.021,1.293,464.810518,150.0,601.0,True binder
1.0,2-6 SiaLac,110.0,1.82,0.039,4.241,149.257251,200.0,633.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.039,4.276,37.885875,200.0,162.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.039,4.258,40.629403,200.0,173.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.038,4.135,27.32769,200.0,113.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.036,3.908,114.892528,200.0,449.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.038,4.202,99.952404,200.0,420.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.021,2.461,271.434376,300.0,668.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.018,2.177,233.348645,300.0,508.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.02,2.398,261.46789,300.0,627.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.02,2.356,264.431239,300.0,623.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.018,2.19,287.214612,300.0,629.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.016,1.944,289.09465,300.0,562.0,True binder
5.0,2-6 SiaLac,62.0,2.44,0.05,3.099,200.387222,150.0,621.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.05,3.084,196.822309,150.0,607.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.045,2.737,217.756668,150.0,596.0,False non-binder
5.0,2-6 SiaLac,62.0,2.44,0.045,2.752,242.369186,150.0,667.0,False non-binder
5.0,2-6 SiaLac,62.0,2.44,0.041,2.491,96.346849,150.0,240.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.041,2.505,192.015968,150.0,481.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.088,9.638,87.466279,200.0,843.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.076,8.319,79.096045,200.0,658.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.07,7.663,86.258645,200.0,661.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.068,7.525,95.813953,200.0,721.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.073,8.07,89.714994,200.0,724.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.055,6.076,106.813693,200.0,649.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.04,4.782,132.998745,300.0,636.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.042,5.016,130.781499,300.0,656.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.033,3.908,73.694985,300.0,288.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.034,4.124,157.129001,300.0,648.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.03,3.616,81.581858,300.0,295.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.032,3.816,147.012579,300.0,561.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.048,3.002,161.558961,150.0,485.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.046,2.862,169.811321,150.0,486.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.036,2.226,215.184187,150.0,479.0,False non-binder
10.0,2-6 SiaLac,62.0,2.44,0.039,2.436,213.875205,150.0,521.0,False non-binder
10.0,2-6 SiaLac,62.0,2.44,0.045,2.811,199.573106,150.0,561.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.045,2.785,150.807899,150.0,420.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.07,7.741,78.672006,200.0,609.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.077,8.449,83.796899,200.0,708.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.07,7.705,90.201168,200.0,695.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.087,9.556,69.589787,200.0,665.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.082,9.006,76.171441,200.0,686.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.077,8.426,83.669594,200.0,705.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.039,4.685,36.499466,300.0,171.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.05,5.988,48.597194,300.0,291.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.053,6.338,92.931524,300.0,589.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.042,5.087,88.264203,300.0,449.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.046,5.559,52.167656,300.0,290.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.045,5.359,91.248367,300.0,489.0,True non-binder
1.0,2-3 SiaLac,60.0,2.5,0.027,1.62,1520.987654,150.0,2464.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.027,1.633,2075.933864,150.0,3390.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.03,1.794,1824.414716,150.0,3273.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.028,1.667,1920.215957,150.0,3201.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.026,1.54,2353.246753,150.0,3624.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.025,1.512,2157.407407,150.0,3262.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.04,4.675,670.374332,200.0,3134.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.043,4.988,821.772253,200.0,4099.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.046,5.346,669.659559,200.0,3580.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.043,4.948,683.104285,200.0,3380.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.041,4.809,732.584737,200.0,3523.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.04,4.611,883.973108,200.0,4076.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.197,2345.864662,300.0,2808.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.007,0.976,3370.901639,300.0,3290.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.197,2808.688388,300.0,3362.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.142,3295.096322,300.0,3763.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.008,1.123,4061.442565,300.0,4561.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.007,0.976,3893.442623,300.0,3800.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.058,3.476,1124.856157,150.0,3910.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.06,3.603,1124.063281,150.0,4050.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.053,3.201,1238.987816,150.0,3966.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.052,3.108,1183.719434,150.0,3679.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.058,3.508,1194.127708,150.0,4189.0,True binder
5.0,2-3 SiaLac,60.0,2.5,0.069,4.123,954.887218,150.0,3937.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.087,10.071,444.345149,200.0,4475.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.077,8.958,468.966287,200.0,4201.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.078,9.036,505.422753,200.0,4567.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.069,8.01,504.369538,200.0,4040.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.059,6.873,571.802706,200.0,3930.0,True binder
5.0,2-3 SiaLac,116.0,1.72,0.052,6.06,637.128713,200.0,3861.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.016,2.394,1539.264829,300.0,3685.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.018,2.578,1375.096974,300.0,3545.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.017,2.431,1421.637186,300.0,3456.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.016,2.357,1539.669071,300.0,3629.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.015,2.21,1380.995475,300.0,3052.0,True binder
5.0,2-3 SiaLac,147.0,2.04,0.015,2.21,1901.809955,300.0,4203.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.053,3.179,1188.109468,150.0,3777.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.047,2.845,1930.755712,150.0,5493.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.048,2.885,1493.240901,150.0,4308.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.047,2.84,1244.366197,150.0,3534.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.062,3.744,1003.739316,150.0,3758.0,True binder
10.0,2-3 SiaLac,60.0,2.5,0.061,3.688,1062.635575,150.0,3919.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.099,11.473,395.885993,200.0,4542.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.092,10.698,447.560292,200.0,4788.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.1,11.623,434.913534,200.0,5055.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.092,10.625,404.988235,200.0,4303.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.09,10.459,427.096281,200.0,4467.0,True binder
10.0,2-3 SiaLac,116.0,1.72,0.079,9.182,476.584622,200.0,4376.0,True binder
10.0,2-3 SiaLac,147.0,2.04,0.113,16.68,213.129496,300.0,3555.0,False non-binder
10.0,2-3 SiaLac,147.0,2.04,0.084,12.379,247.112045,300.0,3059.0,False non-binder
10.0,2-3 SiaLac,147.0,2.04,0.113,16.591,160.327889,300.0,2660.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.079,11.564,261.068834,300.0,3019.0,False non-binder
10.0,2-3 SiaLac,147.0,2.04,0.087,12.742,204.755925,300.0,2609.0,True non-binder
10.0,2-3 SiaLac,147.0,2.04,0.086,12.614,258.601554,300.0,3262.0,False non-binder
1.0,2-6 SiaLac,62.0,2.44,0.027,1.651,682.616596,150.0,1127.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.023,1.434,209.902371,150.0,301.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.025,1.535,568.078176,150.0,872.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.025,1.558,520.539153,150.0,811.0,True binder
1.0,2-6 SiaLac,62.0,2.44,0.027,1.635,462.385321,150.0,756.0,True binder
1.0,2-6 SiaLac,110.0,1.82,0.039,4.311,91.394108,200.0,394.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.041,4.538,87.924196,200.0,399.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.038,4.165,160.62425,200.0,669.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.046,5.013,68.621584,200.0,344.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.041,4.503,35.976016,200.0,162.0,False binder
1.0,2-6 SiaLac,110.0,1.82,0.04,4.346,37.965946,200.0,165.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.019,2.231,177.498879,300.0,396.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.018,2.21,204.977376,300.0,453.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.019,2.313,41.072201,300.0,95.0,False binder
1.0,2-6 SiaLac,120.0,2.5,0.019,2.231,450.470641,300.0,1005.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.021,2.461,214.546932,300.0,528.0,True binder
1.0,2-6 SiaLac,120.0,2.5,0.02,2.44,267.213115,300.0,652.0,True binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,221.474629,150.0,790.0,False non-binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,252.593216,150.0,901.0,False non-binder
5.0,2-6 SiaLac,62.0,2.44,0.058,3.594,212.020033,150.0,762.0,False non-binder
5.0,2-6 SiaLac,62.0,2.44,0.05,3.068,139.830508,150.0,429.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.045,2.772,172.799423,150.0,479.0,True non-binder
5.0,2-6 SiaLac,62.0,2.44,0.044,2.679,313.549832,150.0,840.0,False non-binder
5.0,2-6 SiaLac,110.0,1.82,0.1,11.043,105.043919,200.0,1160.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.092,10.144,111.100158,200.0,1127.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.092,10.128,129.838073,200.0,1315.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.083,9.082,95.573662,200.0,868.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.08,8.756,106.32709,200.0,931.0,True non-binder
5.0,2-6 SiaLac,110.0,1.82,0.068,7.51,133.155792,200.0,1000.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.038,4.567,107.729363,300.0,492.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.045,5.422,82.626337,300.0,448.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.046,5.547,32.810528,300.0,182.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.034,4.129,53.039477,300.0,219.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.039,4.692,84.185848,300.0,395.0,True non-binder
5.0,2-6 SiaLac,120.0,2.5,0.031,3.771,99.973482,300.0,377.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.042,2.613,214.695752,150.0,561.0,False non-binder
10.0,2-6 SiaLac,62.0,2.44,0.054,3.329,136.0769,150.0,453.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.05,3.103,128.907509,150.0,400.0,True non-binder
10.0,2-6 SiaLac,62.0,2.44,0.039,2.395,413.361169,150.0,990.0,False non-binder
10.0,2-6 SiaLac,62.0,2.44,0.034,2.124,474.576271,150.0,1008.0,False non-binder
10.0,2-6 SiaLac,62.0,2.44,0.038,2.327,565.105286,150.0,1315.0,False non-binder
10.0,2-6 SiaLac,110.0,1.82,0.088,9.632,89.389535,200.0,861.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.078,8.534,106.632294,200.0,910.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.091,10.014,97.563411,200.0,977.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.076,8.391,145.036348,200.0,1217.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.081,8.899,125.744466,200.0,1119.0,True non-binder
10.0,2-6 SiaLac,110.0,1.82,0.083,9.131,121.235352,200.0,1107.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.041,4.977,88.205746,300.0,439.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.039,4.724,101.608806,300.0,480.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.053,6.338,115.651625,300.0,733.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.045,5.341,114.585284,300.0,612.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.039,4.646,121.825226,300.0,566.0,True non-binder
10.0,2-6 SiaLac,120.0,2.5,0.042,5.05,99.60396,300.0,503.0,True non-binder
1.0,2-3 SiaLac,60.0,2.5,0.022,1.329,1066.967645,150.0,1418.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.025,1.488,1901.209677,150.0,2829.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.027,1.62,1974.691358,150.0,3199.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.026,1.581,2278.30487,150.0,3602.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.031,1.837,2064.235166,150.0,3792.0,True binder
1.0,2-3 SiaLac,60.0,2.5,0.024,1.436,2194.986072,150.0,3152.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.042,4.869,632.368043,200.0,3079.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.037,4.25,857.647059,200.0,3645.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.04,4.583,776.347371,200.0,3558.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.043,4.948,712.611156,200.0,3526.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.045,5.167,696.535707,200.0,3599.0,True binder
1.0,2-3 SiaLac,116.0,1.72,0.044,5.068,755.524862,200.0,3829.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.007,0.994,3169.014085,300.0,3150.0,True binder
1.0,2-3 SiaLac,147.0,2.04,0.006,0.884,3803.167421,300.0,3362.0,True binder
