



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
,,,,,,,328,1188,71304,140,15386,0.077,4.634,567,,,,,,,,,,326,1181,70870,140,15386,0.077,4.606,1810,,,,,,,,,,227,822,49348,145,16504.625,0.050,2.990,2153,,,,,,,,,,316,1145,68696,140,15386,0.074,4.465,929
,,,,,,,311,1127,67609,135,14306.625,0.079,4.726,949,,,,,,,,,,316,1145,68696,135,14306.625,0.080,4.802,2745,,,,,,,,,,243,880,52826,140,15386,0.057,3.433,3952*,,,,,,,,,,251,909,54565,140,15386,0.059,3.546,847
,,200,0.58,116,1.72,0.408,703,1723,199873,135,14306.625,0.120,13.971,1396,,,,,200,0.58,116,1.72,0.408,783,1919,222618,140,15386,0.125,14.469,1197,,,,,200,0.58,116,1.72,0.408,562,1377,159784,140,15386,0.090,10.385,1844,,,,,200,0.58,116,1.72,0.408,724,1775,205843,135,14306.625,0.124,14.388,1082
,,,,,,,734,1799,208686,135,14306.625,0.126,14.587,1306,,,,,,,,,,797,1953,226598,145,16504.625,0.118,13.729,766*,,,,,,,,,,557,1365,158363,145,16504.625,0.083,9.595,2216,,,,,,,,,,685,1679,194755,135,14306.625,0.117,13.613,1300
,,,,,,,752,1843,213804,135,14306.625,0.129,14.944,1459,,,,,,,,,,788,1931,224039,140,15386,0.126,14.561,1140,,,,,,,,,,537,1316,152676,145,16504.625,0.080,9.251,1979,,,,,,,,,,802,1966,228020,135,14306.625,0.137,15.938,1527
,,,,,,,761,1865,216363,135,14306.625,0.130,15.123,1402,,,,,,,,,,795,1949,226029,140,15386,0.127,14.691,3166*,,,,,,,,,,536,1314,152392,145,16504.625,0.080,9.233,1736,,,,,,,,,,807,1978,229441,135,14306.625,0.138,16.037,1532
,,,,,,,762,1868,216647,140,15386,0.121,14.081,1390,,,,,,,,,,783,1919,222618,140,15386,0.125,14.469,2336,,,,,,,,,,527,1292,149833,145,16504.625,0.078,9.078,2097,,,,,,,,,,780,1912,221765,130,13266.5,0.144,16.716,1571
,,,,,,,787,1929,223755,130,13266.5,0.145,16.866,1399,,,,,,,,,,784,1922,222902,135,14306.625,0.134,15.580,3267*,,,,,,,,,,520,1275,147843,140,15386,0.083,9.609,4618*,,,,,,,,,,725,1777,206127,135,14306.625,0.124,14.408,1713
,,300,0.49,147,2.04,0.558,2540,4552,669140,150,17662.5,0.258,37.885,384,,,,,300,0.49,147,2.04,0.558,2921,5235,769511,140,15386,0.340,50.014,413,,,,,300,0.49,147,2.04,0.558,3278,5875,863559,135,14306.625,0.411,60.361,444,,,,,300,0.49,147,2.04,0.558,3447,6177,908081,130,13266.5,0.466,68.449,310
,,,,,,,2612,4681,688108,150,17662.5,0.265,38.959,336,,,,,,,,,,2899,5195,763715,140,15386,0.338,49.637,640,,,,,,,,,,3235,5797,852231,135,14306.625,0.405,59.569,482,,,,,,,,,,3369,6038,887532,130,13266.5,0.455,66.900,508
,,,,,,,2881,5163,758973,135,14306.625,0.361,53.050,313,,,,,,,,,,2764,4953,728151,145,16504.625,0.300,44.118,627,,,,,,,,,,3088,5534,813505,140,15386,0.360,52.873,599,,,,,,,,,,3337,5980,879102,130,13266.5,0.451,66.265,613
,,,,,,,2699,4837,711027,150,17662.5,0.274,40.256,323,,,,,,,,,,2825,5063,744220,140,15386,0.329,48.370,935,,,,,,,,,,2946,5280,776097,135,14306.625,0.369,54.247,1195,,,,,,,,,,3498,6269,921516,135,14306.625,0.438,64.412,613
,,,,,,,2864,5133,754495,140,15386,0.334,49.038,417,,,,,,,,,,2166,3882,570613,170,22686.5,0.171,25.152,473,,,,,,,,,,2957,5299,778995,140,15386,0.344,50.630,972,,,,,,,,,,3676,6588,968409,130,13266.5,0.497,72.997,365
,,,,,,,2806,5029,739215,140,15386,0.327,48.045,216,,,,,,,,,,2645,4740,696801,145,16504.625,0.287,42.219,611,,,,,,,,,,3251,5826,856446,135,14306.625,0.407,59.864,1702,,,,,,,,,,3461,6203,911769,130,13266.5,0.468,68.727,332
1,Lac,150,0.44,66,2.27,0.276,469,1699,112152,145,16504.625,0.103,6.795,382,,,1,Lac,150,0.44,66,2.27,0.276,492,1783,117652,140,15386,0.116,7.647,477,,,1,Lac,150,0.44,66,2.27,0.276,511,1851,122196,135,14306.625,0.129,8.541,606,,,1,Lac,150,0.44,66,2.27,0.276,518,1877,123870,135,14306.625,0.131,8.658,651
,,,,,,,466,1688,111435,145,16504.625,0.102,6.752,404,,,,,,,,,,490,1775,117174,140,15386,0.115,7.616,540,,,,,,,,,,509,1844,121717,140,15386,0.120,7.911,455,,,,,,,,,,515,1866,123152,135,14306.625,0.130,8.608,638
,,,,,,,468,1696,111913,140,15386,0.110,7.274,342,,,,,,,,,,486,1761,116217,140,15386,0.114,7.553,478,,,,,,,,,,512,1855,122435,135,14306.625,0.130,8.558,482,,,,,,,,,,519,1880,124109,135,14306.625,0.131,8.675,593
,,,,,,,484,1754,115739,140,15386,0.114,7.522,356,,,,,,,,,,493,1786,117891,140,15386,0.116,7.662,513,,,,,,,,,,523,1895,125065,135,14306.625,0.132,8.742,469,,,,,,,,,,522,1891,124826,135,14306.625,0.132,8.725,519
,,,,,,,478,1732,114304,140,15386,0.113,7.429,326,,,,,,,,,,492,1783,117652,140,15386,0.116,7.647,492,,,,,,,,,,526,1906,125783,135,14306.625,0.133,8.792,475,,,,,,,,,,527,1909,126022,135,14306.625,0.133,8.809,554
,,,,,,,481,1743,115022,140,15386,0.113,7.476,348,,,,,,,,,,509,1844,121717,140,15386,0.120,7.911,481,,,,,,,,,,548,1986,131043,130,13266.5,0.150,9.878,615,,,,,,,,,,552,2000,132000,130,13266.5,0.151,9.950,572
,,200,0.57,114,1.75,0.408,701,1718,195868,145,16504.625,0.104,11.867,451,,,,,200,0.57,114,1.75,0.408,710,1740,198382,145,16504.625,0.105,12.020,513,,,,,200,0.57,114,1.75,0.408,797,1953,222691,140,15386,0.127,14.474,623,,,,,200,0.57,114,1.75,0.408,777,1904,217103,140,15386,0.124,14.110,741
,,,,,,,709,1738,198103,145,16504.625,0.105,12.003,478,,,,,,,,,,706,1730,197265,145,16504.625,0.105,11.952,637,,,,,,,,,,760,1863,212353,135,14306.625,0.130,14.843,585,,,,,,,,,,767,1880,214309,140,15386,0.122,13.929,698
,,,,,,,707,1733,197544,145,16504.625,0.105,11.969,454,,,,,,,,,,707,1733,197544,145,16504.625,0.105,11.969,603,,,,,,,,,,771,1890,215426,140,15386,0.123,14.001,507,,,,,,,,,,764,1873,213471,140,15386,0.122,13.874,645
,,,,,,,730,1789,203971,145,16504.625,0.108,12.358,438,,,,,,,,,,725,1777,202574,145,16504.625,0.108,12.274,558,,,,,,,,,,770,1887,215147,135,14306.625,0.132,15.038,412,,,,,,,,,,783,1919,218779,135,14306.625,0.134,15.292,556
,,,,,,,743,1821,207603,145,16504.625,0.110,12.578,438,,,,,,,,,,732,1794,204529,145,16504.625,0.109,12.392,562,,,,,,,,,,768,1882,214588,140,15386,0.122,13.947,612,,,,,,,,,,798,1956,222971,135,14306.625,0.137,15.585,767
,,,,,,,721,1767,201456,140,15386,0.115,13.093,458,,,,,,,,,,731,1792,204250,145,16504.625,0.109,12.375,596,,,,,,,,,,792,1941,221294,135,14306.625,0.136,15.468,813,,,,,,,,,,795,1949,222132,135,14306.625,0.136,15.527,849
,,300,0.52,156,1.92,0.374,493,1318,205636,140,15386,0.086,13.365,472,,,,,300,0.52,156,1.92,0.374,542,1449,226075,135,14306.625,0.101,15.802,583,,,,,300,0.52,156,1.92,0.374,599,1602,249850,130,13266.5,0.121,18.833,612,,,,,300,0.52,156,1.92,0.374,611,1634,254856,135,14306.625,0.114,17.814,690
,,,,,,,501,1340,208973,140,15386,0.087,13.582,425,,,,,,,,,,532,1422,221904,140,15386,0.092,14.422,664,,,,,,,,,,596,1594,248599,130,13266.5,0.120,18.739,588,,,,,,,,,,614,1642,256107,135,14306.625,0.115,17.901,740
,,,,,,,510,1364,212727,140,15386,0.089,13.826,455,,,,,,,,,,535,1430,223155,140,15386,0.093,14.504,608,,,,,,,,,,601,1607,250684,135,14306.625,0.112,17.522,525,,,,,,,,,,615,1644,256524,135,14306.625,0.115,17.930,630
,,,,,,,509,1361,212310,140,15386,0.088,13.799,423,,,,,,,,,,533,1425,222321,140,15386,0.093,14.450,562,,,,,,,,,,595,1591,248182,135,14306.625,0.111,17.347,557,,,,,,,,,,621,1660,259027,135,14306.625,0.116,18.105,657
,,,,,,,517,1382,215647,140,15386,0.090,14.016,405,,,,,,,,,,531,1420,221487,140,15386,0.092,14.395,596,,,,,,,,,,623,1666,259861,135,14306.625,0.116,18.164,656,,,,,,,,,,654,1749,272791,130,13266.5,0.132,20.562,791
,,,,,,,538,1439,224406,140,15386,0.093,14.585,415,,,,,,,,,,560,1497,233583,135,14306.625,0.105,16.327,590,,,,,,,,,,663,1773,276545,130,13266.5,0.134,20.845,664,,,,,,,,,,664,1775,276963,130,13266.5,0.134,20.877,754
5,Lac,150,0.44,66,2.27,0.276,2426,8790,580130,140,15386,0.571,37.705,481,,,5,Lac,150,0.44,66,2.27,0.276,2537,9192,606674,140,15386,0.597,39.430,566,,,5,Lac,150,0.44,66,2.27,0.276,2845,10308,680326,135,14306.625,0.721,47.553,852,,,5,Lac,150,0.44,66,2.27,0.276,2847,10315,680804,135,14306.625,0.721,47.587,1216
,,,,,,,2493,9033,596152,145,16504.625,0.547,36.120,378,,,,,,,,,,2620,9493,626522,140,15386,0.617,40.720,507,,,,,,,,,,2801,10149,669804,135,14306.625,0.709,46.818,842,,,,,,,,,,2803,10156,670283,135,14306.625,0.710,46.851,997
,,,,,,,2530,9167,605000,140,15386,0.596,39.321,338,,,,,,,,,,2560,9275,612174,140,15386,0.603,39.788,532,,,,,,,,,,2715,9837,649239,140,15386,0.639,42.197,764,,,,,,,,,,2820,10217,674348,135,14306.625,0.714,47.135,952
,,,,,,,2560,9275,612174,140,15386,0.603,39.788,415,,,,,,,,,,2607,9446,623413,140,15386,0.614,40.518,569,,,,,,,,,,2683,9721,641587,140,15386,0.632,41.699,797,,,,,,,,,,2826,10239,675783,130,13266.5,0.772,50.939,900
,,,,,,,2603,9431,622457,140,15386,0.613,40.456,441,,,,,,,,,,2649,9598,633457,140,15386,0.624,41.171,587,,,,,,,,,,2651,9605,633935,140,15386,0.624,41.202,626,,,,,,,,,,2814,10196,672913,135,14306.625,0.713,47.035,1027
,,,,,,,2718,9848,649957,135,14306.625,0.688,45.430,463,,,,,,,,,,2735,9909,654022,135,14306.625,0.693,45.715,548,,,,,,,,,,2841,10293,679370,135,14306.625,0.719,47.486,846,,,,,,,,,,2979,10793,712370,130,13266.5,0.814,53.697,1026
,,200,0.57,114,1.75,0.408,2654,6505,741559,145,16504.625,0.394,44.930,640,,,,,200,0.57,114,1.75,0.408,2819,6909,787662,145,16504.625,0.419,47.724,673,,,,,200,0.57,114,1.75,0.408,2962,7260,827618,135,14306.625,0.507,57.849,946,,,,,200,0.57,114,1.75,0.408,3005,7365,839632,135,14306.625,0.515,58.688,1323
,,,,,,,2661,6522,743515,145,16504.625,0.395,45.049,476,,,,,,,,,,2796,6853,781235,145,16504.625,0.415,47.334,631,,,,,,,,,,2936,7196,820353,140,15386,0.468,53.318,906,,,,,,,,,,3020,7402,843824,135,14306.625,0.517,58.981,948
,,,,,,,2743,6723,766426,140,15386,0.437,49.813,474,,,,,,,,,,2831,6939,791015,145,16504.625,0.420,47.927,558,,,,,,,,,,2919,7154,815603,135,14306.625,0.500,57.009,948,,,,,,,,,,3002,7358,838794,135,14306.625,0.514,58.630,890
,,,,,,,2779,6811,776485,145,16504.625,0.413,47.047,451,,,,,,,,,,2832,6941,791294,145,16504.625,0.421,47.944,489,,,,,,,,,,2894,7093,808618,140,15386,0.461,52.555,821,,,,,,,,,,3056,7490,853882,135,14306.625,0.524,59.684,838
,,,,,,,2891,7086,807779,140,15386,0.461,52.501,480,,,,,,,,,,2906,7123,811971,140,15386,0.463,52.773,594,,,,,,,,,,2839,6958,793250,140,15386,0.452,51.557,790,,,,,,,,,,3059,7498,854721,135,14306.625,0.524,59.743,884
,,,,,,,2839,6958,793250,140,15386,0.452,51.557,498,,,,,,,,,,2892,7088,808059,140,15386,0.461,52.519,579,,,,,,,,,,2821,6914,788221,140,15386,0.449,51.230,799,,,,,,,,,,3079,7547,860309,135,14306.625,0.527,60.134,1018
,,300,0.52,156,1.92,0.374,2448,6545,1021091,140,15386,0.425,66.365,625,,,,,300,0.52,156,1.92,0.374,2526,6754,1053626,140,15386,0.439,68.480,597,,,,,300,0.52,156,1.92,0.374,2874,7684,1198781,130,13266.5,0.579,90.361,650,,,,,300,0.52,156,1.92,0.374,2883,7709,1202535,130,13266.5,0.581,90.644,1091
,,,,,,,2451,6553,1022342,140,15386,0.426,66.446,448,,,,,,,,,,2561,6848,1068225,135,14306.625,0.479,74.666,589,,,,,,,,,,2865,7660,1195027,125,12265.625,0.625,97.429,729,,,,,,,,,,2896,7743,1207957,130,13266.5,0.584,91.053,722
,,,,,,,2504,6695,1044449,135,14306.625,0.468,73.005,413,,,,,,,,,,2589,6922,1079904,135,14306.625,0.484,75.483,430,,,,,,,,,,2852,7626,1189604,130,13266.5,0.575,89.670,694,,,,,,,,,,2947,7880,1229230,130,13266.5,0.594,92.657,770
,,,,,,,2516,6727,1049455,135,14306.625,0.470,73.354,428,,,,,,,,,,2560,6845,1067807,140,15386,0.445,69.401,416,,,,,,,,,,2800,7487,1167914,130,13266.5,0.564,88.035,671,,,,,,,,,,2932,7840,1222973,130,13266.5,0.591,92.185,622
,,,,,,,2581,6901,1076567,135,14306.625,0.482,75.250,478,,,,,,,,,,2602,6957,1085326,135,14306.625,0.486,75.862,507,,,,,,,,,,2814,7524,1173754,135,14306.625,0.526,82.043,649,,,,,,,,,,2955,7901,1232567,125,12265.625,0.644,100.490,702
,,,,,,,2606,6968,1086995,135,14306.625,0.487,75.978,500,,,,,,,,,,2742,7332,1143722,130,13266.5,0.553,86.211,630,,,,,,,,,,2750,7353,1147059,130,13266.5,0.554,86.463,654,,,,,,,,,,2960,7914,1234652,125,12265.625,0.645,100.660,773
10,Lac,150,0.44,66,2.27,0.276,1754,6355,419435,140,15386,0.413,27.261,502,,,10,Lac,150,0.44,66,2.27,0.276,1789,6482,427804,140,15386,0.421,27.805,600,,,10,Lac,150,0.44,66,2.27,0.276,1890,6848,451957,140,15386,0.445,29.375,972,,,10,Lac,150,0.44,66,2.27,0.276,2010,7283,480652,135,14306.625,0.509,33.596,987
,,,,,,,1819,6591,434978,140,15386,0.428,28.271,644,,,,,,,,,,1842,6674,440478,140,15386,0.434,28.629,795,,,,,,,,,,1829,6627,437370,145,16504.625,0.402,26.500,912,,,,,,,,,,1984,7188,474435,140,15386,0.467,30.835,1007
,,,,,,,1847,6692,441674,140,15386,0.435,28.706,684,,,,,,,,,,1865,6757,445978,140,15386,0.439,28.986,807,,,,,,,,,,1838,6659,439522,140,15386,0.433,28.566,963,,,,,,,,,,2023,7330,483761,135,14306.625,0.512,33.814,1130
,,,,,,,1839,6663,439761,140,15386,0.433,28.582,700,,,,,,,,,,1898,6877,453870,140,15386,0.447,29.499,958,,,,,,,,,,1836,6652,439043,140,15386,0.432,28.535,939,,,,,,,,,,2017,7308,482326,130,13266.5,0.551,36.357,1313
,,,,,,,1832,6638,438087,140,15386,0.431,28.473,489,,,,,,,,,,1854,6717,443348,140,15386,0.437,28.815,726,,,,,,,,,,1832,6638,438087,140,15386,0.431,28.473,1081,,,,,,,,,,2071,7504,495239,135,14306.625,0.524,34.616,1299
,,,,,,,1990,7210,475870,135,14306.625,0.504,33.262,464,,,,,,,,,,1947,7054,465587,135,14306.625,0.493,32.543,817,,,,,,,,,,1901,6888,454587,140,15386,0.448,29.545,1143,,,,,,,,,,2195,7953,524891,135,14306.625,0.556,36.689,1394
,,200,0.57,114,1.75,0.408,3076,7539,859471,140,15386,0.490,55.861,637,,,,,200,0.57,114,1.75,0.408,3018,7397,843265,145,16504.625,0.448,51.093,730,,,,,200,0.57,114,1.75,0.408,3071,7527,858074,140,15386,0.489,55.770,882,,,,,200,0.57,114,1.75,0.408,3241,7944,905574,130,13266.5,0.599,68.260,949
,,,,,,,3134,7681,875676,140,15386,0.499,56.914,693,,,,,,,,,,3011,7380,841309,145,16504.625,0.447,50.974,866,,,,,,,,,,3022,7407,844382,140,15386,0.481,54.880,638,,,,,,,,,,3330,8162,930441,135,14306.625,0.570,65.036,777
,,,,,,,3216,7882,898588,135,14306.625,0.551,62.809,799,,,,,,,,,,3094,7583,864500,140,15386,0.493,56.187,935,,,,,,,,,,3006,7368,839912,140,15386,0.479,54.589,521,,,,,,,,,,3402,8338,950559,135,14306.625,0.583,66.442,688
,,,,,,,3197,7836,893279,135,14306.625,0.548,62.438,794,,,,,,,,,,3061,7502,855279,140,15386,0.488,55.588,962,,,,,,,,,,3059,7498,854721,145,16504.625,0.454,51.787,824,,,,,,,,,,3298,8083,921500,135,14306.625,0.565,64.411,934
,,,,,,,3306,8103,923735,135,14306.625,0.566,64.567,216,,,,,,,,,,3123,7654,872603,140,15386,0.497,56.714,636,,,,,,,,,,3081,7551,860868,145,16504.625,0.458,52.159,871,,,,,,,,,,3313,8120,925691,135,14306.625,0.568,64.704,1027
,,,,,,,3277,8032,915632,130,13266.5,0.605,69.018,1038,,,,,,,,,,3135,7684,875956,140,15386,0.499,56.932,971,,,,,,,,,,3095,7586,864779,140,15386,0.493,56.206,821,,,,,,,,,,3538,8672,988559,140,15386,0.564,64.251,1046
,,300,0.52,156,1.92,0.374,4019,10746,1676374,140,15386,0.698,108.955,628,,,,,300,0.52,156,1.92,0.374,4096,10952,1708492,140,15386,0.712,111.042,692,,,,,300,0.52,156,1.92,0.374,4212,11262,1756877,140,15386,0.732,114.187,935,,,,,300,0.52,156,1.92,0.374,4455,11912,1858235,130,13266.5,0.898,140.070,828
,,,,,,,3971,10618,1656353,140,15386,0.690,107.653,644,,,,,,,,,,4075,10896,1699733,140,15386,0.708,110.473,818,,,,,,,,,,4066,10872,1695979,140,15386,0.707,110.229,836,,,,,,,,,,4362,11663,1819444,135,14306.625,0.815,127.175,747
,,,,,,,4062,10861,1694310,140,15386,0.706,110.120,821,,,,,,,,,,4115,11003,1716417,140,15386,0.715,111.557,797,,,,,,,,,,4150,11096,1731016,140,15386,0.721,112.506,1252,,,,,,,,,,4349,11628,1814021,130,13266.5,0.877,136.737,813
,,,,,,,4096,10952,1708492,140,15386,0.712,111.042,653,,,,,,,,,,4193,11211,1748952,135,14306.625,0.784,122.248,886,,,,,,,,,,3881,10377,1618813,140,15386,0.674,105.213,1496,,,,,,,,,,4432,11850,1848642,135,14306.625,0.828,129.216,1102
,,,,,,,4085,10922,1703904,135,14306.625,0.763,119.099,409,,,,,,,,,,4184,11187,1745198,135,14306.625,0.782,121.985,765,,,,,,,,,,3730,9973,1555829,145,16504.625,0.604,94.266,1030,,,,,,,,,,4405,11778,1837380,135,14306.625,0.823,128.429,1266
,,,,,,,4232,11316,1765219,135,14306.625,0.791,123.385,525,,,,,,,,,,4244,11348,1770225,135,14306.625,0.793,123.735,831,,,,,,,,,,4006,10711,1670952,140,15386,0.696,108.602,1036,,,,,,,,,,4705,12580,1962513,135,14306.625,0.879,137.175,1484
1,α2-6 SiaLac,150,0.41,62,2.44,0.276,120,435,26739,145,16504.625,0.026,1.620,362,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,104,377,23174,140,15386,0.024,1.506,292,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,102,370,22728,130,13266.5,0.028,1.713,395,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,96,348,21391,130,13266.5,0.026,1.612,333
,,,,,,,121,438,26962,140,15386,0.028,1.752,379,,,,,,,,,,111,402,24734,140,15386,0.026,1.608,293,,,,,,,,,,108,391,24065,135,14306.625,0.027,1.682,390,,,,,,,,,,88,319,19609,135,14306.625,0.022,1.371,517
,,,,,,,118,428,26293,140,15386,0.028,1.709,358,,,,,,,,,,101,366,22505,140,15386,0.024,1.463,370,,,,,,,,,,114,413,25402,130,13266.5,0.031,1.915,394,,,,,,,,,,93,337,20723,135,14306.625,0.024,1.448,429
,,,,,,,119,431,26516,140,15386,0.028,1.723,386,,,,,,,,,,103,373,22951,140,15386,0.024,1.492,359,,,,,,,,,,99,359,22060,135,14306.625,0.025,1.542,325,,,,,,,,,,94,341,20946,130,13266.5,0.026,1.579,519
,,,,,,,102,370,22728,140,15386,0.024,1.477,427,,,,,,,,,,103,373,22951,140,15386,0.024,1.492,366,,,,,,,,,,103,373,22951,130,13266.5,0.028,1.730,422,,,,,,,,,,95,344,21168,135,14306.625,0.024,1.480,385
,,,,,,,97,351,21614,140,15386,0.023,1.405,404,,,,,,,,,,103,373,22951,140,15386,0.024,1.492,406,,,,,,,,,,89,322,19832,135,14306.625,0.023,1.386,463,,,,,,,,,,93,337,20723,130,13266.5,0.025,1.562,553
,,200,0.55,110,1.82,0.408,290,711,78186,140,15386,0.046,5.082,150,,,,,200,0.55,110,1.82,0.408,284,696,76569,145,16504.625,0.042,4.639,72,,,,,200,0.55,110,1.82,0.408,298,730,80343,140,15386,0.047,5.222,219,,,,,200,0.55,110,1.82,0.408,282,691,76029,140,15386,0.045,4.941,128
,,,,,,,306,750,82500,145,16504.625,0.045,4.999,96,,,,,,,,,,294,721,79265,145,16504.625,0.044,4.803,45,,,,,,,,,,305,748,82230,135,14306.625,0.052,5.748,50,,,,,,,,,,286,701,77108,135,14306.625,0.049,5.390,48
,,,,,,,296,725,79804,145,16504.625,0.044,4.835,147,,,,,,,,,,292,716,78725,140,15386,0.047,5.117,82,,,,,,,,,,303,743,81691,135,14306.625,0.052,5.710,260,,,,,,,,,,278,681,74951,140,15386,0.044,4.871,131
,,,,,,,300,735,80882,145,16504.625,0.045,4.901,58,,,,,,,,,,294,721,79265,145,16504.625,0.044,4.803,39,,,,,,,,,,297,728,80074,135,14306.625,0.051,5.597,238,,,,,,,,,,290,711,78186,140,15386,0.046,5.082,17
,,,,,,,284,696,76569,145,16504.625,0.042,4.639,19,,,,,,,,,,290,711,78186,145,16504.625,0.043,4.737,16,,,,,,,,,,304,745,81961,135,14306.625,0.052,5.729,184,,,,,,,,,,300,735,80882,135,14306.625,0.051,5.653,-4
,,,,,,,256,627,69020,145,16504.625,0.038,4.182,53,,,,,,,,,,293,718,78995,145,16504.625,0.044,4.786,80,,,,,,,,,,306,750,82500,135,14306.625,0.052,5.767,193,,,,,,,,,,292,716,78725,135,14306.625,0.050,5.503,-26
,,300,0.40,120,2.50,0.374,143,382,45882,150,17662.5,0.022,2.598,130,,,,,300,0.40,120,2.50,0.374,137,366,43957,155,18859.625,0.019,2.331,37,,,,,300,0.40,120,2.50,0.374,144,385,46203,140,15386,0.025,3.003,81,,,,,300,0.40,120,2.50,0.374,128,342,41070,145,16504.625,0.021,2.488,173
,,,,,,,148,396,47487,150,17662.5,0.022,2.689,362,,,,,,,,,,137,366,43957,155,18859.625,0.019,2.331,346,,,,,,,,,,132,353,42353,140,15386,0.023,2.753,308,,,,,,,,,,127,340,40749,145,16504.625,0.021,2.469,550
,,,,,,,137,366,43957,150,17662.5,0.021,2.489,34,,,,,,,,,,147,393,47166,150,17662.5,0.022,2.670,33,,,,,,,,,,135,361,43316,140,15386,0.023,2.815,98,,,,,,,,,,133,356,42674,140,15386,0.023,2.774,143
,,,,,,,139,372,44599,150,17662.5,0.021,2.525,332,,,,,,,,,,144,385,46203,150,17662.5,0.022,2.616,358,,,,,,,,,,143,382,45882,145,16504.625,0.023,2.780,563,,,,,,,,,,126,337,40428,145,16504.625,0.020,2.449,35
,,,,,,,140,374,44920,150,17662.5,0.021,2.543,362,,,,,,,,,,147,393,47166,150,17662.5,0.022,2.670,364,,,,,,,,,,146,390,46845,140,15386,0.025,3.045,495,,,,,,,,,,133,356,42674,140,15386,0.023,2.774,308
,,,,,,,125,334,40107,150,17662.5,0.019,2.271,376,,,,,,,,,,142,380,45561,150,17662.5,0.021,2.580,389,,,,,,,,,,149,398,47807,135,14306.625,0.028,3.342,456,,,,,,,,,,130,348,41711,140,15386,0.023,2.711,376
5,α2-6 SiaLac,150,0.41,62,2.44,0.276,243,880,54147,145,16504.625,0.053,3.281,158,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,314,1138,69967,140,15386,0.074,4.547,194,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,294,1065,65511,135,14306.625,0.074,4.579,541,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,293,1062,65288,135,14306.625,0.074,4.563,267
,,,,,,,251,909,55929,145,16504.625,0.055,3.389,98,,,,,,,,,,279,1011,62168,135,14306.625,0.071,4.345,107,,,,,,,,,,288,1043,64174,135,14306.625,0.073,4.486,503,,,,,,,,,,296,1072,65957,135,14306.625,0.075,4.610,241
,,,,,,,266,964,59272,140,15386,0.063,3.852,58,,,,,,,,,,281,1018,62614,135,14306.625,0.071,4.377,104,,,,,,,,,,281,1018,62614,135,14306.625,0.071,4.377,566,,,,,,,,,,307,1112,68408,130,13266.5,0.084,5.156,241
,,,,,,,269,975,59940,135,14306.625,0.068,4.190,42,,,,,,,,,,281,1018,62614,135,14306.625,0.071,4.377,64,,,,,,,,,,243,880,54147,135,14306.625,0.062,3.785,182,,,,,,,,,,276,1000,61500,135,14306.625,0.070,4.299,16
,,,,,,,265,960,59049,135,14306.625,0.067,4.127,-34,,,,,,,,,,284,1029,63283,135,14306.625,0.072,4.423,15,,,,,,,,,,226,819,50359,135,14306.625,0.057,3.520,470,,,,,,,,,,306,1109,68185,130,13266.5,0.084,5.140,270
,,,,,,,264,957,58826,135,14306.625,0.067,4.112,330,,,,,,,,,,274,993,61054,140,15386,0.065,3.968,294,,,,,,,,,,187,678,41668,135,14306.625,0.047,2.913,442,,,,,,,,,,201,728,44788,135,14306.625,0.051,3.131,308
,,200,0.55,110,1.82,0.408,598,1466,161225,150,17662.5,0.083,9.128,296,,,,,200,0.55,110,1.82,0.408,682,1672,183873,150,17662.5,0.095,10.410,499,,,,,200,0.55,110,1.82,0.408,708,1735,190882,140,15386,0.113,12.406,571,,,,,200,0.55,110,1.82,0.408,698,1711,188186,145,16504.625,0.104,11.402,368
,,,,,,,604,1480,162843,150,17662.5,0.084,9.220,318,,,,,,,,,,710,1740,191422,150,17662.5,0.099,10.838,514,,,,,,,,,,711,1743,191691,140,15386,0.113,12.459,753,,,,,,,,,,719,1762,193848,145,16504.625,0.107,11.745,259
,,,,,,,616,1510,166078,145,16504.625,0.091,10.063,365,,,,,,,,,,668,1637,180098,150,17662.5,0.093,10.197,476,,,,,,,,,,696,1706,187647,140,15386,0.111,12.196,408,,,,,,,,,,713,1748,192230,145,16504.625,0.106,11.647,233
,,,,,,,622,1525,167696,145,16504.625,0.092,10.161,444,,,,,,,,,,673,1650,181446,145,16504.625,0.100,10.994,462,,,,,,,,,,646,1583,174167,140,15386,0.103,11.320,564,,,,,,,,,,694,1701,187108,140,15386,0.111,12.161,221
,,,,,,,627,1537,169044,145,16504.625,0.093,10.242,444,,,,,,,,,,670,1642,180637,150,17662.5,0.093,10.227,451,,,,,,,,,,575,1409,155025,145,16504.625,0.085,9.393,474,,,,,,,,,,687,1684,185221,140,15386,0.109,12.038,252
,,,,,,,644,1578,173627,145,16504.625,0.096,10.520,482,,,,,,,,,,662,1623,178480,145,16504.625,0.098,10.814,416,,,,,,,,,,560,1373,150980,145,16504.625,0.083,9.148,537,,,,,,,,,,532,1304,143431,140,15386,0.085,9.322,198
