



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
5,Lac,150,0.44,66,2.27,0.276,2298,8326,549522,140,15386,0.541,35.716,440,,,5,Lac,150,0.44,66,2.27,0.276,2283,8272,545935,140,15386,0.538,35.483,406,,,5,Lac,150,0.44,66,2.27,0.276,2620,9493,626522,140,15386,0.617,40.720,197,,,5,Lac,150,0.44,66,2.27,0.276,2870,10399,686304,135,14306.625,0.727,47.971,997
,,,,,,,2096,7594,501217,145,16504.625,0.460,30.368,361,,,,,,,,,,2223,8054,531587,140,15386,0.523,34.550,359,,,,,,,,,,2581,9351,617196,135,14306.625,0.654,43.141,244,,,,,,,,,,2816,10203,673391,130,13266.5,0.769,50.759,943
,,,,,,,2267,8214,542109,140,15386,0.534,35.234,375,,,,,,,,,,2302,8341,550478,140,15386,0.542,35.778,457,,,,,,,,,,2701,9786,645891,140,15386,0.636,41.979,278,,,,,,,,,,2859,10359,683674,130,13266.5,0.781,51.534,980
,,,,,,,2131,7721,509587,145,16504.625,0.468,30.875,428,,,,,,,,,,2292,8304,548087,140,15386,0.540,35.622,423,,,,,,,,,,2746,9949,656652,135,14306.625,0.695,45.898,216,,,,,,,,,,2786,10094,666217,135,14306.625,0.706,46.567,879
,,,,,,,2259,8185,540196,140,15386,0.532,35.110,391,,,,,,,,,,2401,8699,574152,135,14306.625,0.608,40.132,431,,,,,,,,,,2846,10312,680565,135,14306.625,0.721,47.570,217,,,,,,,,,,2953,10699,706152,130,13266.5,0.806,53.228,1012
,,,,,,,2317,8395,554065,140,15386,0.546,36.011,-65,,,,,,,,,,2471,8953,590891,135,14306.625,0.626,41.302,437,,,,,,,,,,2886,10457,690130,135,14306.625,0.731,48.239,155,,,,,,,,,,2940,10652,703043,135,14306.625,0.745,49.141,878
,,200,0.57,114,1.75,0.408,2625,6434,733456,145,16504.625,0.390,44.439,395,,,,,200,0.57,114,1.75,0.408,2711,6645,757485,140,15386,0.432,49.232,491,,,,,200,0.57,114,1.75,0.408,2950,7230,824265,135,14306.625,0.505,57.614,29,,,,,200,0.57,114,1.75,0.408,3286,8054,918147,130,13266.5,0.607,69.208,717
,,,,,,,2604,6382,727588,140,15386,0.415,47.289,284,,,,,,,,,,2700,6618,754412,140,15386,0.430,49.032,450,,,,,,,,,,2995,7341,836838,130,13266.5,0.553,63.079,47,,,,,,,,,,3282,8044,917029,135,14306.625,0.562,64.098,660
,,,,,,,2597,6365,725632,145,16504.625,0.386,43.965,312,,,,,,,,,,2672,6549,746588,140,15386,0.426,48.524,363,,,,,,,,,,3228,7912,901941,135,14306.625,0.553,63.044,125,,,,,,,,,,3285,8051,917868,140,15386,0.523,59.656,651
,,,,,,,2613,6404,730103,140,15386,0.416,47.452,304,,,,,,,,,,2742,6721,766147,140,15386,0.437,49.795,357,,,,,,,,,,3250,7966,908088,135,14306.625,0.557,63.473,171,,,,,,,,,,3235,7929,903897,135,14306.625,0.554,63.180,662
,,,,,,,2679,6566,748544,145,16504.625,0.398,45.354,322,,,,,,,,,,2743,6723,766426,140,15386,0.437,49.813,397,,,,,,,,,,3281,8042,916750,135,14306.625,0.562,64.079,241,,,,,,,,,,3413,8365,953632,130,13266.5,0.631,71.883,777
,,,,,,,2719,6664,759721,140,15386,0.433,49.377,296,,,,,,,,,,2831,6939,791015,135,14306.625,0.485,55.290,336,,,,,,,,,,3318,8132,927088,130,13266.5,0.613,69.882,357,,,,,,,,,,3482,8534,972912,130,13266.5,0.643,73.336,927
,,300,0.52,156,1.92,0.374,2349,6281,979797,140,15386,0.408,63.681,201,,,,,300,0.52,156,1.92,0.374,2408,6439,1004406,135,14306.625,0.450,70.206,327,,,,,300,0.52,156,1.92,0.374,2708,7241,1129540,130,13266.5,0.546,85.142,676,,,,,300,0.52,156,1.92,0.374,2893,7735,1206706,135,14306.625,0.541,84.346,549
,,,,,,,2224,5947,927658,140,15386,0.386,60.292,344,,,,,,,,,,2435,6511,1015668,135,14306.625,0.455,70.993,338,,,,,,,,,,2781,7436,1159989,135,14306.625,0.520,81.081,790,,,,,,,,,,3012,8053,1256342,130,13266.5,0.607,94.700,710
,,,,,,,2338,6251,975209,140,15386,0.406,63.383,475,,,,,,,,,,2382,6369,993561,135,14306.625,0.445,69.448,386,,,,,,,,,,2930,7834,1222139,130,13266.5,0.591,92.122,870,,,,,,,,,,3036,8118,1266353,130,13266.5,0.612,95.455,976
,,,,,,,2244,6000,936000,145,16504.625,0.364,56.711,377,,,,,,,,,,2474,6615,1031936,135,14306.625,0.462,72.130,453,,,,,,,,,,2935,7848,1224225,130,13266.5,0.592,92.279,830,,,,,,,,,,2974,7952,1240492,135,14306.625,0.556,86.708,977
,,,,,,,2340,6257,976043,140,15386,0.407,63.437,399,,,,,,,,,,2445,6537,1019840,135,14306.625,0.457,71.284,496,,,,,,,,,,2965,7928,1236738,130,13266.5,0.598,93.223,837,,,,,,,,,,3010,8048,1255508,130,13266.5,0.607,94.637,915
,,,,,,,2404,6428,1002738,135,14306.625,0.449,70.089,502,,,,,,,,,,2516,6727,1049455,135,14306.625,0.470,73.354,489,,,,,,,,,,3021,8078,1260096,130,13266.5,0.609,94.983,919,,,,,,,,,,3105,8302,1295134,130,13266.5,0.626,97.624,1067
10,Lac,150,0.44,66,2.27,0.276,1779,6446,425413,145,16504.625,0.391,25.775,178,,,10,Lac,150,0.44,66,2.27,0.276,1880,6812,449565,135,14306.625,0.476,31.424,563,,,10,Lac,150,0.44,66,2.27,0.276,2122,7688,507435,135,14306.625,0.537,35.469,189,,,10,Lac,150,0.44,66,2.27,0.276,2200,7971,526087,135,14306.625,0.557,36.772,893
,,,,,,,1681,6091,401978,145,16504.625,0.369,24.355,97,,,,,,,,,,1814,6572,433783,145,16504.625,0.398,26.282,566,,,,,,,,,,2217,8033,530152,135,14306.625,0.561,37.056,328,,,,,,,,,,2230,8080,533261,135,14306.625,0.565,37.274,1196
,,,,,,,1745,6322,417283,140,15386,0.411,27.121,191,,,,,,,,,,1864,6754,445739,135,14306.625,0.472,31.156,937,,,,,,,,,,2253,8163,538761,130,13266.5,0.615,40.611,244,,,,,,,,,,2210,8007,528478,135,14306.625,0.560,36.939,1068
,,,,,,,1693,6134,404848,140,15386,0.399,26.313,445,,,,,,,,,,1782,6457,426130,140,15386,0.420,27.696,923,,,,,,,,,,2233,8091,533978,130,13266.5,0.610,40.250,256,,,,,,,,,,2286,8283,546652,135,14306.625,0.579,38.210,1077
,,,,,,,1767,6402,422543,140,15386,0.416,27.463,906,,,,,,,,,,1842,6674,440478,135,14306.625,0.466,30.788,870,,,,,,,,,,2240,8116,535652,135,14306.625,0.567,37.441,445,,,,,,,,,,2243,8127,536370,135,14306.625,0.568,37.491,964
,,,,,,,1785,6467,426848,140,15386,0.420,27.743,889,,,,,,,,,,1908,6913,456261,130,13266.5,0.521,34.392,907,,,,,,,,,,2337,8467,558848,130,13266.5,0.638,42.125,635,,,,,,,,,,2222,8051,531348,130,13266.5,0.607,40.052,1072
,,200,0.57,114,1.75,0.408,2834,6946,791853,145,16504.625,0.421,47.978,410,,,,,200,0.57,114,1.75,0.408,2982,7309,833206,140,15386,0.475,54.154,410,,,,,200,0.57,114,1.75,0.408,3573,8757,998338,135,14306.625,0.612,69.782,433,,,,,200,0.57,114,1.75,0.408,3729,9140,1041926,130,13266.5,0.689,78.538,900
,,,,,,,2823,6919,788779,140,15386,0.450,51.266,16,,,,,,,,,,2951,7233,824544,140,15386,0.470,53.591,449,,,,,,,,,,3578,8770,999735,135,14306.625,0.613,69.879,564,,,,,,,,,,3802,9319,1062324,130,13266.5,0.702,80.076,960
,,,,,,,2871,7037,802191,145,16504.625,0.426,48.604,52,,,,,,,,,,3012,7382,841588,140,15386,0.480,54.698,486,,,,,,,,,,3616,8863,1010353,135,14306.625,0.619,70.621,401,,,,,,,,,,3813,9346,1065397,130,13266.5,0.704,80.307,849
,,,,,,,2892,7088,808059,145,16504.625,0.429,48.960,72,,,,,,,,,,3021,7404,844103,135,14306.625,0.518,59.001,542,,,,,,,,,,3581,8777,1000574,130,13266.5,0.662,75.421,648,,,,,,,,,,3702,9074,1034382,130,13266.5,0.684,77.969,826
,,,,,,,2903,7115,811132,145,16504.625,0.431,49.146,249,,,,,,,,,,3018,7397,843265,140,15386,0.481,54.807,650,,,,,,,,,,3758,9211,1050029,135,14306.625,0.644,73.395,238,,,,,,,,,,3668,8990,1024882,135,14306.625,0.628,71.637,804
,,,,,,,2937,7199,820632,140,15386,0.468,53.336,174,,,,,,,,,,3125,7659,873162,135,14306.625,0.535,61.032,547,,,,,,,,,,3840,9412,1072941,135,14306.625,0.658,74.996,144,,,,,,,,,,3795,9301,1060368,130,13266.5,0.701,79.928,857
,,300,0.52,156,1.92,0.374,3804,10171,1586695,140,15386,0.661,103.126,475,,,,,300,0.52,156,1.92,0.374,3914,10465,1632578,140,15386,0.680,106.108,486,,,,,300,0.52,156,1.92,0.374,4495,12019,1874920,135,14306.625,0.840,131.053,992,,,,,300,0.52,156,1.92,0.374,4863,13003,2028417,130,13266.5,0.980,152.898,1186
,,,,,,,3673,9821,1532053,145,16504.625,0.595,92.826,557,,,,,,,,,,4054,10840,1690973,140,15386,0.705,109.903,584,,,,,,,,,,4615,12340,1924973,135,14306.625,0.863,134.551,945,,,,,,,,,,4919,13152,2051775,130,13266.5,0.991,154.658,1097
,,,,,,,3855,10307,1607968,140,15386,0.670,104.509,527,,,,,,,,,,3954,10572,1649262,140,15386,0.687,107.192,553,,,,,,,,,,4533,12120,1890770,135,14306.625,0.847,132.160,878,,,,,,,,,,5004,13380,2087230,130,13266.5,1.009,157.331,1095
,,,,,,,3745,10013,1562086,140,15386,0.651,101.526,402,,,,,,,,,,4096,10952,1708492,140,15386,0.712,111.042,514,,,,,,,,,,4655,12447,1941658,135,14306.625,0.870,135.717,834,,,,,,,,,,4839,12939,2018406,130,13266.5,0.975,152.143,1171
,,,,,,,3806,10176,1587529,140,15386,0.661,103.180,281,,,,,,,,,,3984,10652,1661775,140,15386,0.692,108.006,502,,,,,,,,,,4795,12821,2000053,130,13266.5,0.966,150.760,805,,,,,,,,,,4966,13278,2071380,130,13266.5,1.001,156.136,1130
,,,,,,,3924,10492,1636749,140,15386,0.682,106.379,1056,,,,,,,,,,4200,11230,1751872,135,14306.625,0.785,122.452,593,,,,,,,,,,4783,12789,1995048,130,13266.5,0.964,150.382,591,,,,,,,,,,4849,12965,2022578,130,13266.5,0.977,152.458,1324
