



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
,,,,,,,304,1101,66087,145,16504.625,0.067,4.004,3530,,,,,,,,,,315,1141,68478,140,15386,0.074,4.451,4193,,,,,,,,,,239,866,51957,140,15386,0.056,3.377,-920,,,,,,,,,,328,1188,71304,135,14306.625,0.083,4.984,4642
,,,,,,,301,1091,65435,145,16504.625,0.066,3.965,3989,,,,,,,,,,299,1083,65000,135,14306.625,0.076,4.543,5013,,,,,,,,,,242,877,52609,140,15386,0.057,3.419,-37,,,,,,,,,,345,1250,75000,135,14306.625,0.087,5.242,6007
,,,,,,,292,1058,63478,140,15386,0.069,4.126,4257,,,,,,,,,,326,1181,70870,135,14306.625,0.083,4.954,7489,,,,,,,,,,231,837,50217,140,15386,0.054,3.264,111,,,,,,,,,,270,978,58696,140,15386,0.064,3.815,6147
,,200,0.58,116,1.72,0.408,675,1654,191912,145,16504.625,0.100,11.628,1776,,,,,200,0.58,116,1.72,0.408,765,1875,217500,135,14306.625,0.131,15.203,3434,,,,,200,0.58,116,1.72,0.408,673,1650,191343,135,14306.625,0.115,13.374,1320,,,,,200,0.58,116,1.72,0.408,839,2056,238539,135,14306.625,0.144,16.673,4438
,,,,,,,725,1777,206127,145,16504.625,0.108,12.489,1777,,,,,,,,,,752,1843,213804,140,15386,0.120,13.896,3386,,,,,,,,,,633,1551,179971,140,15386,0.101,11.697,1619,,,,,,,,,,850,2083,241667,135,14306.625,0.146,16.892,4413
,,,,,,,726,1779,206412,140,15386,0.116,13.416,2068,,,,,,,,,,765,1875,217500,135,14306.625,0.131,15.203,4573,,,,,,,,,,604,1480,171725,140,15386,0.096,11.161,1735,,,,,,,,,,813,1993,231147,135,14306.625,0.139,16.157,6299
,,,,,,,726,1779,206412,140,15386,0.116,13.416,3278,,,,,,,,,,757,1855,215225,135,14306.625,0.130,15.044,4582,,,,,,,,,,602,1475,171157,140,15386,0.096,11.124,1498,,,,,,,,,,805,1973,228873,135,14306.625,0.138,15.998,6754
,,,,,,,716,1755,203569,140,15386,0.114,13.231,4543,,,,,,,,,,749,1836,212951,135,14306.625,0.128,14.885,6712,,,,,,,,,,581,1424,165186,140,15386,0.093,10.736,2397,,,,,,,,,,775,1900,220343,135,14306.625,0.133,15.401,7372
,,,,,,,711,1743,202147,135,14306.625,0.122,14.130,5000,,,,,,,,,,759,1860,215794,130,13266.5,0.140,16.266,7821,,,,,,,,,,585,1434,166324,140,15386,0.093,10.810,1918,,,,,,,,,,754,1848,214373,130,13266.5,0.139,16.159,6593
,,300,0.49,147,2.04,0.558,3242,5810,854075,135,14306.625,0.406,59.698,438,,,,,300,0.49,147,2.04,0.558,3030,5430,798226,165,21371.625,0.254,37.350,544,,,,,300,0.49,147,2.04,0.558,3700,6631,974731,130,13266.5,0.500,73.473,537,,,,,300,0.49,147,2.04,0.558,3979,7131,1048231,130,13266.5,0.538,79.013,2731
,,,,,,,3430,6147,903602,135,14306.625,0.430,63.160,424,,,,,,,,,,2680,4803,706022,160,20096,0.239,35.132,971,,,,,,,,,,3623,6493,954446,130,13266.5,0.489,71.944,518,,,,,,,,,,3985,7142,1049812,125,12265.625,0.582,85.590,1080
,,,,,,,3412,6115,898860,130,13266.5,0.461,67.754,473,,,,,,,,,,3920,7025,1032688,125,12265.625,0.573,84.194,777,,,,,,,,,,3590,6434,945753,130,13266.5,0.485,71.289,621,,,,,,,,,,3929,7041,1035059,130,13266.5,0.531,78.021,1612
,,,,,,,3042,5452,801387,140,15386,0.354,52.085,580,,,,,,,,,,3990,7151,1051129,125,12265.625,0.583,85.697,848,,,,,,,,,,3563,6385,938640,135,14306.625,0.446,65.609,501,,,,,,,,,,3948,7075,1040065,130,13266.5,0.533,78.398,1554
,,,,,,,2252,4036,593269,170,22686.5,0.178,26.151,773,,,,,,,,,,4106,7358,1081688,125,12265.625,0.600,88.189,1490,,,,,,,,,,3654,6548,962613,130,13266.5,0.494,72.560,962,,,,,,,,,,4087,7324,1076683,125,12265.625,0.597,87.781,1487
,,,,,,,3576,6409,942065,130,13266.5,0.483,71.011,798,,,,,,,,,,4060,7276,1069570,125,12265.625,0.593,87.201,2082,,,,,,,,,,3661,6561,964457,130,13266.5,0.495,72.699,1181,,,,,,,,,,3892,6975,1025312,125,12265.625,0.569,83.592,1838
1,Lac,150,0.44,66,2.27,0.276,490,1775,117174,140,15386,0.115,7.616,132,,,1,Lac,150,0.44,66,2.27,0.276,502,1819,120043,145,16504.625,0.110,7.273,283,,,1,Lac,150,0.44,66,2.27,0.276,549,1989,131283,135,14306.625,0.139,9.176,627,,,1,Lac,150,0.44,66,2.27,0.276,561,2033,134152,135,14306.625,0.142,9.377,386
,,,,,,,483,1750,115500,145,16504.625,0.106,6.998,296,,,,,,,,,,496,1797,118609,145,16504.625,0.109,7.186,313,,,,,,,,,,547,1982,130804,135,14306.625,0.139,9.143,605,,,,,,,,,,549,1989,131283,135,14306.625,0.139,9.176,787
,,,,,,,477,1728,114065,145,16504.625,0.105,6.911,369,,,,,,,,,,499,1808,119326,145,16504.625,0.110,7.230,350,,,,,,,,,,549,1989,131283,135,14306.625,0.139,9.176,528,,,,,,,,,,538,1949,128652,130,13266.5,0.147,9.698,678
,,,,,,,465,1685,111196,145,16504.625,0.102,6.737,385,,,,,,,,,,500,1812,119565,140,15386,0.118,7.771,381,,,,,,,,,,564,2043,134870,140,15386,0.133,8.766,458,,,,,,,,,,542,1964,129609,135,14306.625,0.137,9.059,602
,,,,,,,481,1743,115022,145,16504.625,0.106,6.969,352,,,,,,,,,,503,1822,120283,140,15386,0.118,7.818,306,,,,,,,,,,563,2040,134630,135,14306.625,0.143,9.410,350,,,,,,,,,,538,1949,128652,135,14306.625,0.136,8.992,591
,,,,,,,520,1884,124348,145,16504.625,0.114,7.534,363,,,,,,,,,,504,1826,120522,140,15386,0.119,7.833,247,,,,,,,,,,592,2145,141565,135,14306.625,0.150,9.895,373,,,,,,,,,,592,2145,141565,130,13266.5,0.162,10.671,565
,,200,0.57,114,1.75,0.408,682,1672,190559,150,17662.5,0.095,10.789,77,,,,,200,0.57,114,1.75,0.408,700,1716,195588,145,16504.625,0.104,11.851,270,,,,,200,0.57,114,1.75,0.408,763,1870,213191,140,15386,0.122,13.856,791,,,,,200,0.57,114,1.75,0.408,784,1922,219059,135,14306.625,0.134,15.312,263
,,,,,,,680,1667,190000,150,17662.5,0.094,10.757,295,,,,,,,,,,702,1721,196147,145,16504.625,0.104,11.884,301,,,,,,,,,,771,1890,215426,140,15386,0.123,14.001,806,,,,,,,,,,772,1892,215706,135,14306.625,0.132,15.077,352
,,,,,,,676,1657,188882,150,17662.5,0.094,10.694,362,,,,,,,,,,707,1733,197544,145,16504.625,0.105,11.969,416,,,,,,,,,,780,1912,217941,135,14306.625,0.134,15.234,616,,,,,,,,,,764,1873,213471,140,15386,0.122,13.874,27
,,,,,,,678,1662,189441,145,16504.625,0.101,11.478,408,,,,,,,,,,719,1762,200897,140,15386,0.115,13.057,365,,,,,,,,,,799,1958,223250,135,14306.625,0.137,15.605,264,,,,,,,,,,776,1902,216824,135,14306.625,0.133,15.155,1*
,,,,,,,685,1679,191397,145,16504.625,0.102,11.597,339,,,,,,,,,,722,1770,201735,145,16504.625,0.107,12.223,296,,,,,,,,,,818,2005,228559,135,14306.625,0.140,15.976,496,,,,,,,,,,788,1931,220176,135,14306.625,0.135,15.390,82*
,,,,,,,701,1718,195868,145,16504.625,0.104,11.867,316,,,,,,,,,,735,1801,205368,140,15386,0.117,13.348,267,,,,,,,,,,819,2007,228838,140,15386,0.130,14.873,445,,,,,,,,,,797,1953,222691,130,13266.5,0.147,16.786,118*
,,300,0.52,156,1.92,0.374,470,1257,196043,145,16504.625,0.076,11.878,74,,,,,300,0.52,156,1.92,0.374,491,1313,204802,140,15386,0.085,13.311,247,,,,,300,0.52,156,1.92,0.374,577,1543,240674,135,14306.625,0.108,16.823,683,,,,,300,0.52,156,1.92,0.374,590,1578,246096,130,13266.5,0.119,18.550,520
,,,,,,,463,1238,193123,140,15386,0.080,12.552,170,,,,,,,,,,493,1318,205636,135,14306.625,0.092,14.374,231,,,,,,,,,,590,1578,246096,135,14306.625,0.110,17.202,463,,,,,,,,,,599,1602,249850,135,14306.625,0.112,17.464,786
,,,,,,,471,1259,196460,140,15386,0.082,12.769,306,,,,,,,,,,490,1310,204385,135,14306.625,0.092,14.286,352,,,,,,,,,,585,1564,244011,130,13266.5,0.118,18.393,247,,,,,,,,,,591,1580,246513,130,13266.5,0.119,18.582,596
,,,,,,,467,1249,194791,145,16504.625,0.076,11.802,280,,,,,,,,,,504,1348,210225,135,14306.625,0.094,14.694,212,,,,,,,,,,588,1572,245262,135,14306.625,0.110,17.143,385,,,,,,,,,,628,1679,261947,130,13266.5,0.127,19.745,585
,,,,,,,476,1273,198545,145,16504.625,0.077,12.030,226,,,,,,,,,,492,1316,205219,140,15386,0.086,13.338,216,,,,,,,,,,625,1671,260695,130,13266.5,0.126,19.651,334,,,,,,,,,,656,1754,273626,130,13266.5,0.132,20.625,531
,,,,,,,505,1350,210642,140,15386,0.088,13.690,196,,,,,,,,,,536,1433,223572,140,15386,0.093,14.531,217,,,,,,,,,,672,1797,280299,130,13266.5,0.135,21.128,330,,,,,,,,,,674,1802,281134,130,13266.5,0.136,21.191,533
5,Lac,150,0.44,66,2.27,0.276,2204,7986,527043,145,16504.625,0.484,31.933,146,,,5,Lac,150,0.44,66,2.27,0.276,2271,8228,543065,140,15386,0.535,35.296,401,,,5,Lac,150,0.44,66,2.27,0.276,2688,9739,642783,135,14306.625,0.681,44.929,548,,,5,Lac,150,0.44,66,2.27,0.276,2809,10178,671717,135,14306.625,0.711,46.951,838
,,,,,,,2226,8065,532304,145,16504.625,0.489,32.252,289,,,,,,,,,,2319,8402,554543,140,15386,0.546,36.042,309,,,,,,,,,,2731,9895,653065,135,14306.625,0.692,45.648,612,,,,,,,,,,2789,10105,666935,130,13266.5,0.762,50.272,739
,,,,,,,2251,8156,538283,145,16504.625,0.494,32.614,340,,,,,,,,,,2347,8504,561239,140,15386,0.553,36.477,379,,,,,,,,,,2769,10033,662152,135,14306.625,0.701,46.283,803,,,,,,,,,,2585,9366,618152,135,14306.625,0.655,43.207,692
,,,,,,,2225,8062,532065,145,16504.625,0.488,32.237,290,,,,,,,,,,2401,8699,574152,140,15386,0.565,37.317,338,,,,,,,,,,2762,10007,660478,135,14306.625,0.699,46.166,759,,,,,,,,,,2717,9844,649717,135,14306.625,0.688,45.414,734
,,,,,,,2214,8022,529435,145,16504.625,0.486,32.078,298,,,,,,,,,,2400,8696,573913,140,15386,0.565,37.301,452,,,,,,,,,,2759,9996,659761,135,14306.625,0.699,46.116,724,,,,,,,,,,2626,9514,627957,135,14306.625,0.665,43.893,822
,,,,,,,2470,8949,590652,145,16504.625,0.542,35.787,476,,,,,,,,,,2611,9460,624370,135,14306.625,0.661,43.642,429,,,,,,,,,,2989,10830,714761,135,14306.625,0.757,49.960,754,,,,,,,,,,2893,10482,691804,135,14306.625,0.733,48.356,978
,,200,0.57,114,1.75,0.408,2615,6409,730662,145,16504.625,0.388,44.270,183,,,,,200,0.57,114,1.75,0.408,2631,6449,735132,140,15386,0.419,47.779,231,,,,,200,0.57,114,1.75,0.408,3000,7353,838235,135,14306.625,0.514,58.591,648,,,,,200,0.57,114,1.75,0.408,2864,7020,800235,135,14306.625,0.491,55.935,166
,,,,,,,2598,6368,725912,145,16504.625,0.386,43.982,310,,,,,,,,,,2614,6407,730382,140,15386,0.416,47.471,197,,,,,,,,,,3119,7645,871485,130,13266.5,0.576,65.691,576,,,,,,,,,,2992,7333,836000,135,14306.625,0.513,58.434,342
,,,,,,,2630,6446,734853,145,16504.625,0.391,44.524,295,,,,,,,,,,2630,6446,734853,140,15386,0.419,47.761,214,,,,,,,,,,3136,7686,876235,135,14306.625,0.537,61.247,514,,,,,,,,,,2942,7211,822029,135,14306.625,0.504,57.458,276
,,,,,,,2610,6397,729265,145,16504.625,0.388,44.185,276,,,,,,,,,,2733,6699,763632,140,15386,0.435,49.632,206,,,,,,,,,,2907,7125,812250,140,15386,0.463,52.791,244,,,,,,,,,,3097,7591,865338,140,15386,0.493,56.242,419
,,,,,,,2622,6426,732618,145,16504.625,0.389,44.389,269,,,,,,,,,,2746,6730,767265,135,14306.625,0.470,53.630,235,,,,,,,,,,3201,7846,894397,135,14306.625,0.548,62.516,347,,,,,,,,,,3058,7495,854441,135,14306.625,0.524,59.723,470
,,,,,,,2668,6539,745471,140,15386,0.425,48.451,334,,,,,,,,,,2833,6944,791574,135,14306.625,0.485,55.329,287,,,,,,,,,,3177,7787,887691,140,15386,0.506,57.695,546,,,,,,,,,,3222,7897,900265,130,13266.5,0.595,67.860,596
,,300,0.52,156,1.92,0.374,2343,6265,977294,140,15386,0.407,63.518,261,,,,,300,0.52,156,1.92,0.374,2385,6377,994813,135,14306.625,0.446,69.535,249,,,,,300,0.52,156,1.92,0.374,2725,7286,1136631,135,14306.625,0.509,79.448,499,,,,,300,0.52,156,1.92,0.374,2849,7618,1188353,135,14306.625,0.532,83.063,603
,,,,,,,2295,6136,957273,140,15386,0.399,62.217,295,,,,,,,,,,2471,6607,1030684,140,15386,0.429,66.988,255,,,,,,,,,,2726,7289,1137048,130,13266.5,0.549,85.708,523,,,,,,,,,,2803,7495,1169166,130,13266.5,0.565,88.129,554
,,,,,,,2310,6176,963529,140,15386,0.401,62.624,191,,,,,,,,,,2428,6492,1012749,135,14306.625,0.454,70.789,176,,,,,,,,,,2663,7120,1110770,135,14306.625,0.498,77.640,415,,,,,,,,,,2774,7417,1157070,130,13266.5,0.559,87.217,431
,,,,,,,2316,6193,966032,140,15386,0.402,62.786,279,,,,,,,,,,2561,6848,1068225,135,14306.625,0.479,74.666,286,,,,,,,,,,2818,7535,1175422,135,14306.625,0.527,82.159,557,,,,,,,,,,2781,7436,1159989,135,14306.625,0.520,81.081,476
,,,,,,,2301,6152,959775,140,15386,0.400,62.380,310,,,,,,,,,,2559,6842,1067390,130,13266.5,0.516,80.458,303,,,,,,,,,,2916,7797,1216299,130,13266.5,0.588,91.682,668,,,,,,,,,,2582,6904,1076984,130,13266.5,0.520,81.181,471
,,,,,,,2427,6489,1012332,140,15386,0.422,65.796,329,,,,,,,,,,2663,7120,1110770,130,13266.5,0.537,83.727,329,,,,,,,,,,3120,8342,1301390,130,13266.5,0.629,98.096,738,,,,,,,,,,2903,7762,1210877,130,13266.5,0.585,91.273,614
10,Lac,150,0.44,66,2.27,0.276,1773,6424,423978,145,16504.625,0.389,25.688,401,,,10,Lac,150,0.44,66,2.27,0.276,1877,6801,448848,135,14306.625,0.475,31.373,513,,,10,Lac,150,0.44,66,2.27,0.276,2209,8004,528239,135,14306.625,0.559,36.923,732,,,10,Lac,150,0.44,66,2.27,0.276,2256,8174,539478,135,14306.625,0.571,37.708,1140
,,,,,,,1733,6279,414413,145,16504.625,0.380,25.109,243,,,,,,,,,,1839,6663,439761,135,14306.625,0.466,30.738,526,,,,,,,,,,2146,7775,513174,135,14306.625,0.543,35.870,785,,,,,,,,,,2276,8246,544261,135,14306.625,0.576,38.043,1178
,,,,,,,1768,6406,422783,140,15386,0.416,27.478,373,,,,,,,,,,1944,7043,464870,135,14306.625,0.492,32.493,559,,,,,,,,,,2003,7257,478978,135,14306.625,0.507,33.479,670,,,,,,,,,,2264,8203,541391,135,14306.625,0.573,37.842,1365
,,,,,,,1748,6333,418000,140,15386,0.412,27.168,392,,,,,,,,,,1936,7014,462957,135,14306.625,0.490,32.360,587,,,,,,,,,,1957,7091,467978,140,15386,0.461,30.416,680,,,,,,,,,,2358,8543,563870,130,13266.5,0.644,42.503,1440
,,,,,,,1785,6467,426848,140,15386,0.420,27.743,347,,,,,,,,,,1941,7033,464152,135,14306.625,0.492,32.443,475,,,,,,,,,,1953,7076,467022,140,15386,0.460,30.354,833,,,,,,,,,,2283,8272,545935,135,14306.625,0.578,38.160,1426
,,,,,,,1951,7069,466543,135,14306.625,0.494,32.610,347,,,,,,,,,,2104,7623,503130,130,13266.5,0.575,37.925,1631,,,,,,,,,,1961,7105,468935,135,14306.625,0.497,32.777,811,,,,,,,,,,2061,7467,492848,140,15386,0.485,32.032,613
,,200,0.57,114,1.75,0.408,2798,6858,781794,145,16504.625,0.416,47.368,271,,,,,200,0.57,114,1.75,0.408,3043,7458,850250,135,14306.625,0.521,59.431,347,,,,,200,0.57,114,1.75,0.408,3689,9042,1030750,135,14306.625,0.632,72.047,682,,,,,200,0.57,114,1.75,0.408,3698,9064,1033265,135,14306.625,0.634,72.223,775
,,,,,,,2855,6998,797721,145,16504.625,0.424,48.333,401,,,,,,,,,,3005,7365,839632,135,14306.625,0.515,58.688,408,,,,,,,,,,3644,8931,1018176,135,14306.625,0.624,71.168,668,,,,,,,,,,3711,9096,1036897,135,14306.625,0.636,72.477,685
,,,,,,,2881,7061,804985,145,16504.625,0.428,48.773,391,,,,,,,,,,3077,7542,859750,140,15386,0.490,55.879,493,,,,,,,,,,3597,8816,1005044,135,14306.625,0.616,70.250,834,,,,,,,,,,3772,9245,1053941,135,14306.625,0.646,73.668,540
,,,,,,,2925,7169,817279,140,15386,0.466,53.118,464,,,,,,,,,,3182,7799,889088,135,14306.625,0.545,62.145,526,,,,,,,,,,3476,8520,971235,135,14306.625,0.596,67.887,683,,,,,,,,,,3786,9279,1057853,130,13266.5,0.699,79.739,247
,,,,,,,2925,7169,817279,140,15386,0.466,53.118,208,,,,,,,,,,3185,7806,889926,130,13266.5,0.588,67.081,326,,,,,,,,,,3151,7723,880426,140,15386,0.502,57.223,546,,,,,,,,,,3588,8794,1002529,140,15386,0.572,65.159,558
,,,,,,,2975,7292,831250,140,15386,0.474,54.026,258,,,,,,,,,,3236,7931,904176,130,13266.5,0.598,68.155,879,,,,,,,,,,3368,8255,941059,140,15386,0.537,61.163,168,,,,,,,,,,3294,8074,920382,145,16504.625,0.489,55.765,979
,,300,0.52,156,1.92,0.374,3791,10136,1581273,145,16504.625,0.614,95.808,390,,,,,300,0.52,156,1.92,0.374,4104,10973,1711829,135,14306.625,0.767,119.653,439,,,,,300,0.52,156,1.92,0.374,4592,12278,1915380,135,14306.625,0.858,133.881,971,,,,,300,0.52,156,1.92,0.374,4647,12425,1938321,135,14306.625,0.868,135.484,785
,,,,,,,3804,10171,1586695,140,15386,0.661,103.126,452,,,,,,,,,,4138,11064,1726011,135,14306.625,0.773,120.644,452,,,,,,,,,,4716,12610,1967102,135,14306.625,0.881,137.496,927,,,,,,,,,,4593,12281,1915797,135,14306.625,0.858,133.910,744
,,,,,,,3897,10420,1625487,140,15386,0.677,105.647,450,,,,,,,,,,4269,11414,1780652,130,13266.5,0.860,134.222,538,,,,,,,,,,4641,12409,1935818,135,14306.625,0.867,135.309,1073,,,,,,,,,,4801,12837,2002556,135,14306.625,0.897,139.974,1024
,,,,,,,3888,10396,1621733,145,16504.625,0.630,98.259,471,,,,,,,,,,4309,11521,1797337,135,14306.625,0.805,125.630,639,,,,,,,,,,4455,11912,1858235,135,14306.625,0.833,129.886,1160,,,,,,,,,,4713,12602,1965850,130,13266.5,0.950,148.182,1154
,,,,,,,3808,10182,1588364,140,15386,0.662,103.234,413,,,,,,,,,,4483,11987,1869914,130,13266.5,0.904,140.950,491,,,,,,,,,,4606,12316,1921219,135,14306.625,0.861,134.289,1190,,,,,,,,,,4802,12840,2002973,130,13266.5,0.968,150.980,1397
,,,,,,,4096,10952,1708492,140,15386,0.712,111.042,176,,,,,,,,,,4547,12158,1896610,130,13266.5,0.916,142.962,655,,,,,,,,,,4487,11997,1871583,135,14306.625,0.839,130.819,964,,,,,,,,,,4518,12080,1884513,140,15386,0.785,122.482,1122
1,α2-6 SiaLac,150,0.41,62,2.44,0.276,114,413,25402,140,15386,0.027,1.651,387,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,103,373,22951,140,15386,0.024,1.492,652,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,106,384,23620,135,14306.625,0.027,1.651,761,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,92,333,20500,135,14306.625,0.023,1.433,576
,,,,,,,110,399,24511,145,16504.625,0.024,1.485,421,,,,,,,,,,103,373,22951,140,15386,0.024,1.492,715,,,,,,,,,,96,348,21391,135,14306.625,0.024,1.495,669,,,,,,,,,,98,355,21837,135,14306.625,0.025,1.526,771
,,,,,,,109,395,24288,140,15386,0.026,1.579,148,,,,,,,,,,102,370,22728,140,15386,0.024,1.477,623,,,,,,,,,,98,355,21837,135,14306.625,0.025,1.526,1003,,,,,,,,,,83,301,18495,135,14306.625,0.021,1.293,690
,,,,,,,111,402,24734,145,16504.625,0.024,1.499,159,,,,,,,,,,97,351,21614,140,15386,0.023,1.405,819,,,,,,,,,,100,362,22283,135,14306.625,0.025,1.558,1147,,,,,,,,,,85,308,18940,135,14306.625,0.022,1.324,685
,,,,,,,109,395,24288,145,16504.625,0.024,1.472,103,,,,,,,,,,99,359,22060,140,15386,0.023,1.434,391,,,,,,,,,,98,355,21837,135,14306.625,0.025,1.526,734,,,,,,,,,,82,297,18272,135,14306.625,0.021,1.277,1047
,,,,,,,108,391,24065,140,15386,0.025,1.564,436,,,,,,,,,,98,355,21837,140,15386,0.023,1.419,741,,,,,,,,,,96,348,21391,135,14306.625,0.024,1.495,691,,,,,,,,,,86,312,19163,130,13266.5,0.023,1.444,581
,,200,0.55,110,1.82,0.408,286,701,77108,145,16504.625,0.042,4.672,206,,,,,200,0.55,110,1.82,0.408,274,672,73873,140,15386,0.044,4.801,437,,,,,200,0.55,110,1.82,0.408,273,669,73603,140,15386,0.043,4.784,316,,,,,200,0.55,110,1.82,0.408,258,632,69559,135,14306.625,0.044,4.862,218
,,,,,,,287,703,77377,145,16504.625,0.043,4.688,285,,,,,,,,,,277,679,74681,145,16504.625,0.041,4.525,437,,,,,,,,,,276,676,74412,135,14306.625,0.047,5.201,284,,,,,,,,,,263,645,70907,135,14306.625,0.045,4.956,328
,,,,,,,286,701,77108,145,16504.625,0.042,4.672,228,,,,,,,,,,273,669,73603,145,16504.625,0.041,4.460,575,,,,,,,,,,281,689,75760,135,14306.625,0.048,5.295,449,,,,,,,,,,249,610,67132,135,14306.625,0.043,4.692,283
,,,,,,,295,723,79534,140,15386,0.047,5.169,198,,,,,,,,,,270,662,72794,140,15386,0.043,4.731,700,,,,,,,,,,276,676,74412,135,14306.625,0.047,5.201,898,,,,,,,,,,253,620,68211,135,14306.625,0.043,4.768,418
,,,,,,,297,728,80074,140,15386,0.047,5.204,221,,,,,,,,,,269,659,72525,140,15386,0.043,4.714,698,,,,,,,,,,282,691,76029,135,14306.625,0.048,5.314,483,,,,,,,,,,263,645,70907,135,14306.625,0.045,4.956,404
,,,,,,,288,706,77647,145,16504.625,0.043,4.705,209,,,,,,,,,,266,652,71716,140,15386,0.042,4.661,502,,,,,,,,,,274,672,73873,135,14306.625,0.047,5.164,338,,,,,,,,,,258,632,69559,130,13266.5,0.048,5.243,563
,,300,0.40,120,2.50,0.374,138,369,44278,150,17662.5,0.021,2.507,178,,,,,300,0.40,120,2.50,0.374,125,334,40107,150,17662.5,0.019,2.271,541,,,,,300,0.40,120,2.50,0.374,140,374,44920,140,15386,0.024,2.920,-552,,,,,300,0.40,120,2.50,0.374,130,348,41711,140,15386,0.023,2.711,-380
,,,,,,,127,340,40749,155,18859.625,0.018,2.161,239,,,,,,,,,,123,329,39465,150,17662.5,0.019,2.234,845,,,,,,,,,,132,353,42353,145,16504.625,0.021,2.566,361,,,,,,,,,,123,329,39465,140,15386,0.021,2.565,467
,,,,,,,130,348,41711,150,17662.5,0.020,2.362,681,,,,,,,,,,121,324,38824,150,17662.5,0.018,2.198,876,,,,,,,,,,140,374,44920,145,16504.625,0.023,2.722,-184,,,,,,,,,,117,313,37540,140,15386,0.020,2.440,340
,,,,,,,127,340,40749,150,17662.5,0.019,2.307,297,,,,,,,,,,119,318,38182,150,17662.5,0.018,2.162,627,,,,,,,,,,133,356,42674,145,16504.625,0.022,2.586,747,,,,,,,,,,124,332,39786,140,15386,0.022,2.586,507
,,,,,,,129,345,41390,150,17662.5,0.020,2.343,154,,,,,,,,,,124,332,39786,150,17662.5,0.019,2.253,808,,,,,,,,,,143,382,45882,140,15386,0.025,2.982,237,,,,,,,,,,117,313,37540,140,15386,0.020,2.440,223
,,,,,,,129,345,41390,150,17662.5,0.020,2.343,20,,,,,,,,,,118,316,37861,150,17662.5,0.018,2.144,744,,,,,,,,,,136,364,43636,140,15386,0.024,2.836,235,,,,,,,,,,122,326,39144,135,14306.625,0.023,2.736,150
5,α2-6 SiaLac,150,0.41,62,2.44,0.276,294,1065,65511,145,16504.625,0.065,3.969,384,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,252,913,56152,140,15386,0.059,3.650,764,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,241,873,53701,130,13266.5,0.066,4.048,462,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,229,830,51027,135,14306.625,0.058,3.567,390
,,,,,,,280,1014,62391,145,16504.625,0.061,3.780,461,,,,,,,,,,254,920,56598,135,14306.625,0.064,3.956,734,,,,,,,,,,247,895,55038,130,13266.5,0.067,4.149,441,,,,,,,,,,219,793,48799,130,13266.5,0.060,3.678,487
,,,,,,,269,975,59940,140,15386,0.063,3.896,552,,,,,,,,,,254,920,56598,140,15386,0.060,3.679,847,,,,,,,,,,251,909,55929,130,13266.5,0.069,4.216,280,,,,,,,,,,230,833,51250,135,14306.625,0.058,3.582,191
,,,,,,,267,967,59495,140,15386,0.063,3.867,299,,,,,,,,,,252,913,56152,135,14306.625,0.064,3.925,751,,,,,,,,,,228,826,50804,135,14306.625,0.058,3.551,504,,,,,,,,,,234,848,52141,130,13266.5,0.064,3.930,511
,,,,,,,227,822,50582,140,15386,0.053,3.288,326,,,,,,,,,,256,928,57043,135,14306.625,0.065,3.987,920,,,,,,,,,,240,870,53478,135,14306.625,0.061,3.738,721,,,,,,,,,,229,830,51027,135,14306.625,0.058,3.567,584
,,,,,,,233,844,51918,145,16504.625,0.051,3.146,224,,,,,,,,,,248,899,55261,135,14306.625,0.063,3.863,863,,,,,,,,,,255,924,56821,130,13266.5,0.070,4.283,760,,,,,,,,,,233,844,51918,130,13266.5,0.064,3.914,689
,,200,0.55,110,1.82,0.408,627,1537,169044,150,17662.5,0.087,9.571,737,,,,,200,0.55,110,1.82,0.408,599,1468,161495,150,17662.5,0.083,9.143,954,,,,,200,0.55,110,1.82,0.408,665,1630,179289,140,15386,0.106,11.653,234,,,,,200,0.55,110,1.82,0.408,640,1569,172549,135,14306.625,0.110,12.061,951
,,,,,,,652,1598,175784,150,17662.5,0.090,9.952,992,,,,,,,,,,611,1498,164730,150,17662.5,0.085,9.327,1216,,,,,,,,,,677,1659,182525,140,15386,0.108,11.863,214,,,,,,,,,,611,1498,164730,140,15386,0.097,10.707,362
,,,,,,,626,1534,168775,150,17662.5,0.087,9.556,706,,,,,,,,,,604,1480,162843,150,17662.5,0.084,9.220,1238,,,,,,,,,,681,1669,183603,140,15386,0.108,11.933,261,,,,,,,,,,655,1605,176593,140,15386,0.104,11.478,320
,,,,,,,615,1507,165809,150,17662.5,0.085,9.388,664,,,,,,,,,,609,1493,164191,145,16504.625,0.090,9.948,1644,,,,,,,,,,636,1559,171471,140,15386,0.101,11.145,384,,,,,,,,,,617,1512,166348,140,15386,0.098,10.812,475
